   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -0.040	 -0.080	 -0.040	  0.060	 -0.060	  0.000	  0.220	  0.020	  0.060	  0.000	  0.000	  0.040
       0:00.002	 -0.040	 -0.030	  0.010	  0.035	 -0.010	 -0.025	  0.235	  0.050	  0.070	 -0.010	  0.010	  0.030
       0:00.004	 -0.020	 -0.010	  0.010	  0.015	  0.000	 -0.015	  0.190	  0.060	  0.070	 -0.015	  0.010	  0.015
       0:00.006	 -0.010	 -0.030	 -0.020	  0.020	 -0.025	  0.005	  0.070	  0.050	  0.055	 -0.020	 -0.010	  0.000
       0:00.008	 -0.010	 -0.040	 -0.030	  0.025	 -0.035	  0.010	 -0.070	  0.020	  0.040	 -0.035	 -0.030	 -0.020
       0:00.010	 -0.030	 -0.015	  0.015	  0.020	  0.000	 -0.020	 -0.155	  0.015	  0.040	 -0.040	 -0.040	 -0.035
       0:00.012	 -0.050	  0.010	  0.060	  0.020	  0.035	 -0.055	 -0.170	  0.020	  0.050	 -0.055	 -0.050	 -0.040
       0:00.014	 -0.050	 -0.010	  0.040	  0.030	  0.015	 -0.045	 -0.130	  0.015	  0.040	 -0.070	 -0.055	 -0.040
       0:00.016	 -0.060	 -0.030	  0.030	  0.045	  0.000	 -0.045	 -0.035	  0.015	  0.050	 -0.055	 -0.050	 -0.030
       0:00.018	 -0.070	 -0.030	  0.040	  0.050	  0.005	 -0.055	  0.075	  0.020	  0.055	 -0.030	 -0.035	 -0.015
       0:00.020	 -0.075	 -0.035	  0.040	  0.055	  0.005	 -0.055	  0.150	  0.015	  0.050	 -0.020	 -0.035	 -0.015
       0:00.022	 -0.050	 -0.040	  0.010	  0.045	 -0.015	 -0.030	  0.155	 -0.010	  0.030	 -0.035	 -0.055	 -0.030
       0:00.024	  0.035	  0.000	 -0.035	 -0.015	 -0.020	  0.035	  0.140	  0.000	  0.040	 -0.020	 -0.050	 -0.020
       0:00.026	  0.110	  0.060	 -0.050	 -0.085	  0.005	  0.080	  0.115	  0.040	  0.075	  0.015	 -0.030	 -0.015
       0:00.028	  0.100	  0.080	 -0.020	 -0.090	  0.030	  0.060	  0.055	  0.075	  0.100	  0.040	 -0.010	 -0.010
       0:00.030	  0.030	  0.070	  0.040	 -0.050	  0.055	 -0.005	 -0.030	  0.090	  0.115	  0.040	  0.000	  0.000
       0:00.032	  0.000	  0.060	  0.060	 -0.030	  0.060	 -0.030	 -0.075	  0.090	  0.115	  0.030	  0.000	  0.015
       0:00.034	  0.015	  0.035	  0.020	 -0.025	  0.025	 -0.005	 -0.090	  0.070	  0.100	  0.000	 -0.015	  0.015
       0:00.036	  0.000	 -0.040	 -0.040	  0.020	 -0.040	  0.020	 -0.095	  0.040	  0.070	 -0.030	 -0.040	 -0.015
       0:00.038	 -0.055	 -0.110	 -0.055	  0.080	 -0.080	  0.000	 -0.080	  0.020	  0.055	 -0.035	 -0.050	 -0.035
       0:00.040	 -0.115	 -0.115	  0.000	  0.115	 -0.055	 -0.055	 -0.010	  0.035	  0.070	 -0.010	 -0.020	 -0.030
       0:00.042	 -0.160	 -0.080	  0.080	  0.120	  0.000	 -0.120	  0.095	  0.055	  0.095	  0.030	  0.015	  0.000
       0:00.044	 -0.180	 -0.055	  0.125	  0.115	  0.035	 -0.150	  0.155	  0.060	  0.100	  0.035	  0.030	  0.020
       0:00.046	 -0.115	 -0.010	  0.105	  0.060	  0.050	 -0.110	  0.175	  0.060	  0.100	  0.020	  0.035	  0.040
       0:00.048	  0.030	  0.075	  0.045	 -0.050	  0.060	 -0.010	  0.160	  0.055	  0.095	  0.000	  0.035	  0.040
       0:00.050	  0.135	  0.115	 -0.020	 -0.125	  0.045	  0.075	  0.115	  0.050	  0.090	 -0.015	  0.015	  0.030
       0:00.052	  0.135	  0.060	 -0.075	 -0.095	 -0.010	  0.105	  0.040	  0.035	  0.075	 -0.030	 -0.020	 -0.010
       0:00.054	  0.050	 -0.035	 -0.085	 -0.005	 -0.060	  0.070	 -0.055	  0.030	  0.060	 -0.040	 -0.055	 -0.040
       0:00.056	 -0.030	 -0.070	 -0.040	  0.050	 -0.055	  0.005	 -0.135	  0.035	  0.070	 -0.040	 -0.060	 -0.060
       0:00.058	 -0.020	 -0.015	  0.005	  0.015	 -0.005	 -0.010	 -0.160	  0.050	  0.080	 -0.015	 -0.035	 -0.050
       0:00.060	  0.030	  0.055	  0.025	 -0.040	  0.040	  0.000	 -0.120	  0.060	  0.100	  0.030	  0.000	 -0.020
       0:00.062	  0.000	  0.070	  0.070	 -0.035	  0.070	 -0.035	 -0.035	  0.080	  0.130	  0.070	  0.020	  0.000
       0:00.064	 -0.070	  0.020	  0.090	  0.025	  0.055	 -0.080	  0.050	  0.075	  0.130	  0.075	  0.000	 -0.015
       0:00.066	 -0.095	 -0.020	  0.075	  0.055	  0.030	 -0.085	  0.110	  0.055	  0.110	  0.060	 -0.030	 -0.035
       0:00.068	 -0.050	 -0.015	  0.035	  0.030	  0.010	 -0.040	  0.150	  0.035	  0.090	  0.055	 -0.040	 -0.040
       0:00.070	 -0.010	  0.000	  0.010	  0.005	  0.005	 -0.010	  0.155	  0.035	  0.080	  0.040	 -0.050	 -0.050
       0:00.072	  0.000	 -0.015	 -0.015	  0.005	 -0.015	  0.010	  0.135	  0.035	  0.080	  0.015	 -0.050	 -0.055
       0:00.074	 -0.020	 -0.030	 -0.010	  0.025	 -0.020	 -0.005	  0.115	  0.035	  0.075	 -0.015	 -0.030	 -0.040
       0:00.076	 -0.040	 -0.035	  0.005	  0.035	 -0.015	 -0.020	  0.080	  0.050	  0.080	 -0.015	  0.000	 -0.020
       0:00.078	 -0.040	 -0.035	  0.005	  0.035	 -0.015	 -0.020	 -0.010	  0.050	  0.080	 -0.010	  0.000	 -0.015
       0:00.080	  0.010	 -0.030	 -0.040	  0.010	 -0.035	  0.025	 -0.140	  0.040	  0.075	  0.000	 -0.030	 -0.030
       0:00.082	  0.060	  0.035	 -0.025	 -0.045	  0.005	  0.040	 -0.220	  0.055	  0.095	  0.020	 -0.030	 -0.015
       0:00.084	  0.070	  0.080	  0.010	 -0.075	  0.045	  0.030	 -0.195	  0.110	  0.150	  0.075	  0.015	  0.030
       0:00.086	  0.030	  0.070	  0.040	 -0.050	  0.055	 -0.005	 -0.110	  0.135	  0.175	  0.100	  0.050	  0.050
       0:00.088	 -0.010	  0.015	  0.025	  0.000	  0.020	 -0.020	 -0.030	  0.115	  0.155	  0.090	  0.050	  0.035
       0:00.090	 -0.015	 -0.015	  0.000	  0.015	 -0.005	 -0.005	  0.055	  0.070	  0.110	  0.040	  0.020	  0.010
       0:00.092	 -0.015	 -0.035	 -0.020	  0.025	 -0.025	  0.005	  0.135	  0.040	  0.080	  0.010	  0.000	 -0.010
       0:00.094	 -0.030	 -0.050	 -0.020	  0.040	 -0.035	 -0.005	  0.195	  0.035	  0.080	  0.010	  0.000	 -0.010
       0:00.096	 -0.015	 -0.020	 -0.005	  0.015	 -0.010	 -0.005	  0.210	  0.050	  0.095	  0.035	  0.020	  0.010
       0:00.098	  0.035	  0.035	  0.000	 -0.035	  0.015	  0.015	  0.170	  0.055	  0.100	  0.055	  0.035	  0.015
       0:00.100	  0.080	  0.050	 -0.030	 -0.065	  0.010	  0.055	  0.090	  0.035	  0.080	  0.035	  0.015	  0.000
       0:00.102	  0.055	  0.010	 -0.045	 -0.030	 -0.020	  0.050	 -0.010	  0.015	  0.060	  0.010	 -0.015	 -0.020
       0:00.104	 -0.020	 -0.030	 -0.010	  0.025	 -0.020	 -0.005	 -0.075	  0.030	  0.070	  0.010	 -0.015	 -0.020
       0:00.106	 -0.030	 -0.020	  0.010	  0.025	 -0.005	 -0.020	 -0.110	  0.070	  0.100	  0.030	  0.010	 -0.010
       0:00.108	  0.040	  0.015	 -0.025	 -0.025	 -0.005	  0.030	 -0.095	  0.095	  0.120	  0.040	  0.020	 -0.010
       0:00.110	  0.080	  0.040	 -0.040	 -0.060	  0.000	  0.060	 -0.040	  0.100	  0.130	  0.050	  0.020	  0.000
       0:00.112	  0.035	  0.035	  0.000	 -0.035	  0.015	  0.015	  0.015	  0.080	  0.110	  0.050	  0.010	 -0.010
       0:00.114	 -0.040	 -0.030	  0.010	  0.035	 -0.010	 -0.025	  0.035	  0.035	  0.075	  0.020	 -0.035	 -0.030
       0:00.116	 -0.075	 -0.075	  0.000	  0.075	 -0.035	 -0.035	  0.050	  0.000	  0.050	  0.000	 -0.055	 -0.055
       0:00.118	 -0.080	 -0.050	  0.030	  0.065	 -0.010	 -0.055	  0.080	  0.015	  0.060	  0.010	 -0.035	 -0.040
       0:00.120	 -0.040	  0.015	  0.055	  0.010	  0.035	 -0.050	  0.115	  0.050	  0.080	  0.020	  0.000	 -0.020
       0:00.122	  0.020	  0.035	  0.015	 -0.025	  0.025	  0.000	  0.095	  0.035	  0.060	 -0.010	 -0.015	 -0.030
       0:00.124	  0.035	  0.000	 -0.035	 -0.015	 -0.020	  0.035	  0.035	  0.010	  0.030	 -0.035	 -0.050	 -0.050
       0:00.126	 -0.015	 -0.035	 -0.020	  0.025	 -0.025	  0.005	 -0.030	  0.015	  0.035	 -0.020	 -0.050	 -0.040
       0:00.128	 -0.055	 -0.030	  0.025	  0.040	  0.000	 -0.040	 -0.055	  0.070	  0.090	  0.030	 -0.015	 -0.010
       0:00.130	  0.000	  0.015	  0.015	 -0.005	  0.015	 -0.010	 -0.050	  0.110	  0.130	  0.060	  0.000	  0.000
       0:00.132	  0.070	  0.060	 -0.010	 -0.065	  0.025	  0.040	  0.015	  0.120	  0.140	  0.075	  0.000	 -0.015
       0:00.134	  0.070	  0.095	  0.025	 -0.080	  0.060	  0.020	  0.120	  0.130	  0.150	  0.090	 -0.010	 -0.020
       0:00.136	  0.010	  0.075	  0.065	 -0.040	  0.070	 -0.030	  0.200	  0.110	  0.135	  0.070	 -0.030	 -0.040
       0:00.138	 -0.040	  0.030	  0.070	  0.005	  0.050	 -0.055	  0.210	  0.060	  0.090	  0.020	 -0.060	 -0.060
       0:00.140	 -0.050	 -0.020	  0.030	  0.035	  0.005	 -0.040	  0.160	  0.010	  0.040	 -0.030	 -0.075	 -0.075
       0:00.142	 -0.030	 -0.030	  0.000	  0.030	 -0.015	 -0.015	  0.100	 -0.020	  0.020	 -0.040	 -0.055	 -0.055
