   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -0.020	 -0.060	 -0.040	  0.040	 -0.050	  0.010	  3.480	  0.040	  0.060	  0.060	  0.060	  0.040
       0:00.002	 -0.035	 -0.070	 -0.035	  0.050	 -0.050	  0.000	  3.575	  0.020	  0.055	  0.050	  0.050	  0.030
       0:00.004	 -0.040	 -0.070	 -0.030	  0.055	 -0.050	 -0.005	  3.675	  0.010	  0.050	  0.040	  0.040	  0.020
       0:00.006	 -0.040	 -0.075	 -0.035	  0.055	 -0.055	  0.000	  3.740	 -0.010	  0.040	  0.040	  0.040	  0.020
       0:00.008	 -0.030	 -0.060	 -0.030	  0.045	 -0.045	  0.000	  3.730	 -0.015	  0.040	  0.040	  0.040	  0.020
       0:00.010	 -0.015	 -0.055	 -0.040	  0.035	 -0.045	  0.015	  3.660	 -0.020	  0.040	  0.040	  0.035	  0.020
       0:00.012	  0.000	 -0.050	 -0.050	  0.025	 -0.050	  0.025	  3.580	 -0.010	  0.040	  0.040	  0.035	  0.020
       0:00.014	 -0.010	 -0.055	 -0.045	  0.030	 -0.050	  0.020	  3.535	 -0.010	  0.040	  0.035	  0.035	  0.015
       0:00.016	 -0.020	 -0.070	 -0.050	  0.045	 -0.060	  0.015	  3.575	 -0.010	  0.040	  0.030	  0.035	  0.015
       0:00.018	 -0.035	 -0.075	 -0.040	  0.055	 -0.055	  0.005	  3.700	 -0.015	  0.040	  0.020	  0.030	  0.015
       0:00.020	 -0.040	 -0.075	 -0.035	  0.055	 -0.055	  0.000	  3.850	 -0.010	  0.040	  0.020	  0.020	  0.020
       0:00.022	 -0.035	 -0.060	 -0.025	  0.045	 -0.040	 -0.005	  3.915	  0.010	  0.050	  0.030	  0.030	  0.030
       0:00.024	 -0.030	 -0.055	 -0.025	  0.040	 -0.040	  0.000	  3.875	  0.010	  0.040	  0.030	  0.030	  0.030
       0:00.026	 -0.020	 -0.050	 -0.030	  0.035	 -0.040	  0.005	  3.780	  0.010	  0.035	  0.030	  0.030	  0.030
       0:00.028	 -0.020	 -0.050	 -0.030	  0.035	 -0.040	  0.005	  3.735	  0.010	  0.030	  0.020	  0.020	  0.020
       0:00.030	 -0.020	 -0.050	 -0.030	  0.035	 -0.040	  0.005	  3.735	  0.015	  0.035	  0.020	  0.020	  0.020
       0:00.032	 -0.020	 -0.050	 -0.030	  0.035	 -0.040	  0.005	  3.710	  0.020	  0.035	  0.020	  0.030	  0.020
       0:00.034	 -0.020	 -0.050	 -0.030	  0.035	 -0.040	  0.005	  3.590	  0.030	  0.035	  0.030	  0.035	  0.020
       0:00.036	 -0.030	 -0.050	 -0.020	  0.040	 -0.035	 -0.005	  3.435	  0.035	  0.035	  0.030	  0.035	  0.020
       0:00.038	 -0.035	 -0.055	 -0.020	  0.045	 -0.035	 -0.005	  3.320	  0.040	  0.040	  0.020	  0.020	  0.015
       0:00.040	 -0.035	 -0.055	 -0.020	  0.045	 -0.035	 -0.005	  3.250	  0.040	  0.040	  0.010	  0.015	  0.015
       0:00.042	 -0.020	 -0.050	 -0.030	  0.035	 -0.040	  0.005	  3.150	  0.050	  0.035	  0.010	  0.020	  0.015
       0:00.044	 -0.015	 -0.040	 -0.025	  0.025	 -0.030	  0.005	  3.015	  0.055	  0.030	  0.015	  0.030	  0.020
       0:00.046	 -0.010	 -0.040	 -0.030	  0.025	 -0.035	  0.010	  2.900	  0.060	  0.030	  0.020	  0.030	  0.020
       0:00.048	 -0.015	 -0.040	 -0.025	  0.025	 -0.030	  0.005	  2.815	  0.070	  0.035	  0.015	  0.020	  0.020
       0:00.050	 -0.015	 -0.050	 -0.035	  0.030	 -0.040	  0.010	  2.720	  0.075	  0.035	  0.015	  0.020	  0.020
       0:00.052	 -0.020	 -0.050	 -0.030	  0.035	 -0.040	  0.005	  2.630	  0.080	  0.030	  0.015	  0.015	  0.020
       0:00.054	 -0.015	 -0.040	 -0.025	  0.025	 -0.030	  0.005	  2.600	  0.080	  0.015	  0.015	  0.015	  0.015
       0:00.056	 -0.010	 -0.030	 -0.020	  0.020	 -0.025	  0.005	  2.660	  0.090	  0.000	  0.010	  0.015	  0.015
       0:00.058	  0.000	 -0.020	 -0.020	  0.010	 -0.020	  0.010	  2.820	  0.110	 -0.010	  0.000	  0.015	  0.010
       0:00.060	  0.000	 -0.020	 -0.020	  0.010	 -0.020	  0.010	  3.050	  0.135	 -0.015	 -0.010	  0.000	  0.015
       0:00.062	  0.000	 -0.020	 -0.020	  0.010	 -0.020	  0.010	  3.270	  0.170	 -0.010	 -0.015	 -0.015	  0.015
       0:00.064	  0.010	 -0.015	 -0.025	  0.000	 -0.020	  0.020	  3.400	  0.195	 -0.010	 -0.015	 -0.015	  0.020
       0:00.066	  0.010	  0.000	 -0.010	 -0.005	 -0.005	  0.010	  3.460	  0.220	  0.010	 -0.015	 -0.010	  0.020
       0:00.068	  0.015	  0.015	  0.000	 -0.015	  0.005	  0.005	  3.475	  0.240	  0.015	 -0.010	 -0.010	  0.020
       0:00.070	  0.015	  0.020	  0.005	 -0.015	  0.010	  0.005	  3.470	  0.260	  0.015	 -0.020	 -0.020	  0.020
       0:00.072	  0.020	  0.020	  0.000	 -0.020	  0.010	  0.010	  3.475	  0.290	  0.010	 -0.030	 -0.035	  0.020
       0:00.074	  0.015	  0.015	  0.000	 -0.015	  0.005	  0.005	  3.515	  0.310	  0.000	 -0.040	 -0.040	  0.015
       0:00.076	  0.015	  0.015	  0.000	 -0.015	  0.005	  0.005	  3.530	  0.330	 -0.010	 -0.035	 -0.035	  0.015
       0:00.078	  0.015	  0.020	  0.005	 -0.015	  0.010	  0.005	  3.500	  0.340	 -0.010	 -0.020	 -0.030	  0.015
       0:00.080	  0.020	  0.035	  0.015	 -0.025	  0.025	  0.000	  3.440	  0.350	 -0.015	 -0.015	 -0.030	  0.015
       0:00.082	  0.020	  0.050	  0.030	 -0.035	  0.040	 -0.005	  3.380	  0.355	 -0.015	 -0.020	 -0.035	  0.010
       0:00.084	  0.030	  0.055	  0.025	 -0.040	  0.040	  0.000	  3.380	  0.360	 -0.020	 -0.035	 -0.040	  0.010
       0:00.086	  0.035	  0.060	  0.025	 -0.045	  0.040	  0.005	  3.455	  0.380	 -0.020	 -0.035	 -0.040	  0.015
       0:00.088	  0.050	  0.070	  0.020	 -0.060	  0.045	  0.015	  3.530	  0.400	 -0.020	 -0.035	 -0.050	  0.020
       0:00.090	  0.050	  0.075	  0.025	 -0.060	  0.050	  0.010	  3.490	  0.420	 -0.020	 -0.035	 -0.050	  0.020
       0:00.092	  0.055	  0.080	  0.025	 -0.065	  0.050	  0.015	  3.360	  0.435	 -0.020	 -0.050	 -0.055	  0.015
       0:00.094	  0.050	  0.075	  0.025	 -0.060	  0.050	  0.010	  3.250	  0.450	 -0.030	 -0.055	 -0.055	  0.000
       0:00.096	  0.055	  0.075	  0.020	 -0.065	  0.045	  0.015	  3.155	  0.455	 -0.035	 -0.060	 -0.060	 -0.015
       0:00.098	  0.055	  0.075	  0.020	 -0.065	  0.045	  0.015	  3.010	  0.460	 -0.040	 -0.060	 -0.060	 -0.020
       0:00.100	  0.060	  0.080	  0.020	 -0.070	  0.050	  0.020	  2.735	  0.460	 -0.035	 -0.055	 -0.060	 -0.015
