   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
      (seconds)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
          0.000	 -0.040	 -0.300	 -0.260	  0.170	 -0.280	  0.110	  0.100	 -0.040	  0.180	  0.020	  0.120	  0.180
          0.002	 -0.050	 -0.310	 -0.260	  0.180	 -0.285	  0.105	  0.100	 -0.040	  0.190	  0.015	  0.120	  0.195
          0.004	 -0.050	 -0.310	 -0.260	  0.180	 -0.285	  0.105	  0.110	 -0.050	  0.190	  0.015	  0.120	  0.200
          0.006	 -0.040	 -0.310	 -0.270	  0.175	 -0.290	  0.115	  0.115	 -0.050	  0.180	  0.020	  0.130	  0.200
          0.008	 -0.035	 -0.295	 -0.260	  0.165	 -0.275	  0.115	  0.120	 -0.050	  0.190	  0.040	  0.130	  0.200
          0.010	 -0.030	 -0.280	 -0.250	  0.155	 -0.265	  0.110	  0.120	 -0.035	  0.190	  0.055	  0.130	  0.200
          0.012	 -0.030	 -0.270	 -0.240	  0.150	 -0.255	  0.105	  0.120	 -0.030	  0.195	  0.060	  0.130	  0.210
          0.014	 -0.020	 -0.260	 -0.240	  0.140	 -0.250	  0.110	  0.120	 -0.020	  0.195	  0.050	  0.135	  0.215
          0.016	 -0.015	 -0.270	 -0.255	  0.140	 -0.260	  0.120	  0.120	 -0.020	  0.195	  0.035	  0.140	  0.220
          0.018	  0.000	 -0.270	 -0.270	  0.135	 -0.270	  0.135	  0.120	 -0.020	  0.190	  0.020	  0.140	  0.215
          0.020	  0.015	 -0.260	 -0.275	  0.120	 -0.270	  0.145	  0.120	 -0.030	  0.180	  0.020	  0.140	  0.215
          0.022	  0.020	 -0.250	 -0.270	  0.115	 -0.260	  0.145	  0.120	 -0.030	  0.180	  0.020	  0.135	  0.210
          0.024	  0.000	 -0.255	 -0.255	  0.125	 -0.255	  0.130	  0.115	 -0.035	  0.180	  0.030	  0.130	  0.210
          0.026	 -0.030	 -0.275	 -0.245	  0.150	 -0.260	  0.110	  0.110	 -0.035	  0.175	  0.030	  0.120	  0.200
          0.028	 -0.055	 -0.295	 -0.240	  0.175	 -0.265	  0.095	  0.100	 -0.040	  0.170	  0.030	  0.130	  0.200
          0.030	 -0.060	 -0.300	 -0.240	  0.180	 -0.270	  0.090	  0.100	 -0.040	  0.160	  0.020	  0.130	  0.200
          0.032	 -0.055	 -0.300	 -0.245	  0.175	 -0.270	  0.095	  0.100	 -0.040	  0.160	  0.015	  0.120	  0.195
          0.034	 -0.055	 -0.300	 -0.245	  0.175	 -0.270	  0.095	  0.100	 -0.040	  0.160	  0.010	  0.115	  0.195
          0.036	 -0.055	 -0.300	 -0.245	  0.175	 -0.270	  0.095	  0.100	 -0.040	  0.170	  0.010	  0.120	  0.195
          0.038	 -0.055	 -0.300	 -0.245	  0.175	 -0.270	  0.095	  0.100	 -0.035	  0.175	  0.015	  0.130	  0.200
          0.040	 -0.035	 -0.300	 -0.265	  0.165	 -0.280	  0.115	  0.100	 -0.035	  0.175	  0.020	  0.130	  0.195
          0.042	 -0.010	 -0.310	 -0.300	  0.160	 -0.305	  0.145	  0.100	 -0.030	  0.170	  0.020	  0.115	  0.190
          0.044	  0.000	 -0.310	 -0.310	  0.155	 -0.310	  0.155	  0.110	 -0.030	  0.170	  0.030	  0.115	  0.190
          0.046	 -0.010	 -0.300	 -0.290	  0.155	 -0.295	  0.140	  0.115	 -0.020	  0.170	  0.035	  0.115	  0.195
          0.048	 -0.015	 -0.275	 -0.260	  0.145	 -0.265	  0.125	  0.115	 -0.030	  0.170	  0.035	  0.115	  0.195
          0.050	  0.000	 -0.255	 -0.255	  0.125	 -0.255	  0.130	  0.110	 -0.030	  0.170	  0.030	  0.110	  0.190
          0.052	  0.015	 -0.240	 -0.255	  0.110	 -0.250	  0.135	  0.110	 -0.030	  0.175	  0.015	  0.110	  0.180
          0.054	  0.020	 -0.250	 -0.270	  0.115	 -0.260	  0.145	  0.115	 -0.015	  0.180	  0.015	  0.115	  0.190
          0.056	  0.020	 -0.255	 -0.275	  0.115	 -0.265	  0.150	  0.120	 -0.010	  0.175	  0.015	  0.130	  0.190
          0.058	  0.015	 -0.260	 -0.275	  0.120	 -0.270	  0.145	  0.115	 -0.010	  0.170	  0.020	  0.130	  0.190
          0.060	  0.010	 -0.270	 -0.280	  0.130	 -0.275	  0.145	  0.115	 -0.010	  0.170	  0.030	  0.130	  0.175
          0.062	  0.010	 -0.270	 -0.280	  0.130	 -0.275	  0.145	  0.110	 -0.015	  0.175	  0.030	  0.115	  0.170
          0.064	  0.015	 -0.270	 -0.285	  0.125	 -0.280	  0.150	  0.110	 -0.015	  0.170	  0.020	  0.110	  0.160
          0.066	  0.015	 -0.270	 -0.285	  0.125	 -0.280	  0.150	  0.100	 -0.020	  0.155	  0.015	  0.100	  0.160
          0.068	  0.010	 -0.270	 -0.280	  0.130	 -0.275	  0.145	  0.100	 -0.020	  0.140	  0.015	  0.100	  0.155
          0.070	  0.000	 -0.270	 -0.270	  0.135	 -0.270	  0.135	  0.100	 -0.020	  0.155	  0.020	  0.100	  0.150
          0.072	 -0.010	 -0.270	 -0.260	  0.140	 -0.265	  0.125	  0.100	 -0.020	  0.160	  0.020	  0.100	  0.140
          0.074	 -0.015	 -0.270	 -0.255	  0.140	 -0.260	  0.120	  0.100	 -0.020	  0.170	  0.030	  0.100	  0.140
          0.076	 -0.015	 -0.270	 -0.255	  0.140	 -0.260	  0.120	  0.100	 -0.015	  0.160	  0.030	  0.100	  0.140
          0.078	 -0.010	 -0.255	 -0.245	  0.130	 -0.250	  0.120	  0.100	 -0.010	  0.160	  0.030	  0.095	  0.140
          0.080	 -0.010	 -0.255	 -0.245	  0.130	 -0.250	  0.120	  0.110	  0.000	  0.160	  0.020	  0.095	  0.140
          0.082	 -0.015	 -0.255	 -0.240	  0.135	 -0.245	  0.115	  0.110	 -0.010	  0.160	  0.020	  0.090	  0.135
          0.084	 -0.030	 -0.270	 -0.240	  0.150	 -0.255	  0.105	  0.110	 -0.015	  0.155	  0.020	  0.090	  0.130
          0.086	 -0.030	 -0.275	 -0.245	  0.150	 -0.260	  0.110	  0.100	 -0.010	  0.155	  0.020	  0.080	  0.120
          0.088	 -0.030	 -0.275	 -0.245	  0.150	 -0.260	  0.110	  0.100	  0.000	  0.160	  0.020	  0.080	  0.120
          0.090	 -0.020	 -0.275	 -0.255	  0.145	 -0.265	  0.120	  0.100	  0.010	  0.170	  0.015	  0.075	  0.115
          0.092	 -0.020	 -0.275	 -0.255	  0.145	 -0.265	  0.120	  0.100	 -0.010	  0.170	  0.010	  0.070	  0.110
          0.094	 -0.020	 -0.280	 -0.260	  0.150	 -0.270	  0.120	  0.100	 -0.015	  0.160	  0.010	  0.075	  0.110
          0.096	 -0.020	 -0.275	 -0.255	  0.145	 -0.265	  0.120	  0.100	 -0.020	  0.160	  0.010	  0.080	  0.110
          0.098	 -0.030	 -0.270	 -0.240	  0.150	 -0.255	  0.105	  0.095	 -0.010	  0.170	  0.015	  0.090	  0.110
          0.100	 -0.035	 -0.260	 -0.225	  0.145	 -0.240	  0.095	  0.090	  0.010	  0.175	  0.020	  0.080	  0.110
          0.102	 -0.050	 -0.260	 -0.210	  0.155	 -0.235	  0.080	  0.090	  0.020	  0.190	  0.040	  0.095	  0.120
          0.104	 -0.050	 -0.260	 -0.210	  0.155	 -0.235	  0.080	  0.090	  0.030	  0.195	  0.055	  0.110	  0.135
          0.106	 -0.035	 -0.255	 -0.220	  0.145	 -0.235	  0.095	  0.090	  0.030	  0.200	  0.055	  0.115	  0.135
          0.108	 -0.010	 -0.235	 -0.225	  0.120	 -0.230	  0.110	  0.080	  0.030	  0.200	  0.050	  0.110	  0.130
