   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
      (seconds)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
          0.000	 -0.040	 -0.100	 -0.060	  0.070	 -0.080	  0.010	  0.060	  0.000	  0.020	 -0.040	 -0.060	 -0.060
          0.002	 -0.040	 -0.095	 -0.055	  0.065	 -0.075	  0.010	  0.060	  0.000	  0.015	 -0.035	 -0.050	 -0.060
          0.004	 -0.040	 -0.090	 -0.050	  0.065	 -0.070	  0.005	  0.060	  0.000	  0.015	 -0.030	 -0.050	 -0.060
          0.006	 -0.040	 -0.080	 -0.040	  0.060	 -0.060	  0.000	  0.055	  0.010	  0.015	 -0.030	 -0.055	 -0.060
          0.008	 -0.035	 -0.075	 -0.040	  0.055	 -0.055	  0.005	  0.050	  0.015	  0.010	 -0.030	 -0.055	 -0.060
          0.010	 -0.035	 -0.080	 -0.045	  0.055	 -0.060	  0.005	  0.040	  0.030	  0.010	 -0.030	 -0.050	 -0.060
          0.012	 -0.035	 -0.090	 -0.055	  0.060	 -0.070	  0.010	  0.050	  0.035	  0.015	 -0.030	 -0.035	 -0.055
          0.014	 -0.040	 -0.080	 -0.040	  0.060	 -0.060	  0.000	  0.055	  0.035	  0.020	 -0.020	 -0.035	 -0.050
          0.016	 -0.040	 -0.070	 -0.030	  0.055	 -0.050	 -0.005	  0.055	  0.030	  0.020	 -0.030	 -0.030	 -0.040
          0.018	 -0.040	 -0.060	 -0.020	  0.050	 -0.040	 -0.010	  0.050	  0.015	  0.020	 -0.030	 -0.035	 -0.040
          0.020	 -0.040	 -0.060	 -0.020	  0.050	 -0.040	 -0.010	  0.040	  0.010	  0.020	 -0.030	 -0.035	 -0.050
          0.022	 -0.040	 -0.060	 -0.020	  0.050	 -0.040	 -0.010	  0.040	  0.000	  0.015	 -0.030	 -0.040	 -0.055
          0.024	 -0.040	 -0.060	 -0.020	  0.050	 -0.040	 -0.010	  0.040	  0.000	  0.000	 -0.035	 -0.040	 -0.060
