   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -0.080	  0.020	  0.100	  0.030	  0.060	 -0.090	 -2.740	 -0.080	  0.020	 -0.020	 -0.020	 -0.040
       0:00.002	 -0.075	  0.000	  0.075	  0.035	  0.040	 -0.075	 -2.780	 -0.075	  0.035	 -0.015	 -0.020	 -0.030
       0:00.004	 -0.075	 -0.010	  0.065	  0.040	  0.030	 -0.070	 -2.755	 -0.060	  0.040	  0.000	 -0.015	 -0.020
       0:00.006	 -0.075	 -0.010	  0.065	  0.040	  0.030	 -0.070	 -2.690	 -0.055	  0.040	  0.010	 -0.010	 -0.030
       0:00.008	 -0.075	 -0.010	  0.065	  0.040	  0.030	 -0.070	 -2.675	 -0.055	  0.040	  0.010	  0.000	 -0.030
       0:00.010	 -0.070	 -0.015	  0.055	  0.040	  0.020	 -0.060	 -2.755	 -0.060	  0.040	  0.000	 -0.015	 -0.030
       0:00.012	 -0.075	 -0.020	  0.055	  0.045	  0.020	 -0.065	 -2.880	 -0.060	  0.040	  0.000	 -0.020	 -0.030
       0:00.014	 -0.090	 -0.020	  0.070	  0.055	  0.025	 -0.080	 -3.015	 -0.070	  0.035	 -0.010	 -0.035	 -0.035
       0:00.016	 -0.095	 -0.020	  0.075	  0.055	  0.030	 -0.085	 -3.140	 -0.075	  0.020	 -0.015	 -0.035	 -0.040
       0:00.018	 -0.090	 -0.015	  0.075	  0.050	  0.030	 -0.080	 -3.260	 -0.090	  0.015	 -0.020	 -0.035	 -0.040
       0:00.020	 -0.080	 -0.015	  0.065	  0.045	  0.025	 -0.070	 -3.330	 -0.090	  0.020	 -0.015	 -0.030	 -0.035
       0:00.022	 -0.080	 -0.015	  0.065	  0.045	  0.025	 -0.070	 -3.335	 -0.090	  0.035	  0.000	 -0.020	 -0.030
       0:00.024	 -0.080	 -0.015	  0.065	  0.045	  0.025	 -0.070	 -3.300	 -0.075	  0.035	  0.015	 -0.020	 -0.020
       0:00.026	 -0.075	  0.000	  0.075	  0.035	  0.040	 -0.075	 -3.310	 -0.075	  0.020	  0.010	 -0.030	 -0.020
       0:00.028	 -0.070	  0.015	  0.085	  0.025	  0.050	 -0.080	 -3.390	 -0.075	  0.015	  0.000	 -0.030	 -0.020
       0:00.030	 -0.060	  0.030	  0.090	  0.015	  0.060	 -0.075	 -3.535	 -0.080	  0.020	 -0.010	 -0.030	 -0.020
       0:00.032	 -0.070	  0.020	  0.090	  0.025	  0.055	 -0.080	 -3.695	 -0.080	  0.035	  0.010	 -0.020	 -0.020
       0:00.034	 -0.075	  0.010	  0.085	  0.030	  0.050	 -0.080	 -3.830	 -0.075	  0.035	  0.015	 -0.020	 -0.020
       0:00.036	 -0.080	  0.000	  0.080	  0.040	  0.040	 -0.080	 -3.900	 -0.075	  0.030	  0.020	 -0.015	 -0.020
       0:00.038	 -0.075	  0.010	  0.085	  0.030	  0.050	 -0.080	 -3.910	 -0.080	  0.020	  0.020	 -0.015	 -0.030
       0:00.040	 -0.075	  0.015	  0.090	  0.030	  0.055	 -0.085	 -3.870	 -0.090	  0.020	  0.020	 -0.015	 -0.030
       0:00.042	 -0.070	  0.010	  0.080	  0.030	  0.045	 -0.075	 -3.855	 -0.090	  0.020	  0.020	 -0.020	 -0.030
       0:00.044	 -0.075	  0.020	  0.095	  0.025	  0.060	 -0.085	 -3.895	 -0.080	  0.020	  0.015	 -0.020	 -0.030
       0:00.046	 -0.075	  0.035	  0.110	  0.020	  0.075	 -0.095	 -3.995	 -0.095	  0.020	  0.000	 -0.020	 -0.035
       0:00.048	 -0.080	  0.035	  0.115	  0.020	  0.075	 -0.100	 -4.100	 -0.100	  0.020	 -0.010	 -0.020	 -0.040
       0:00.050	 -0.080	  0.010	  0.090	  0.035	  0.050	 -0.085	 -4.190	 -0.100	  0.020	  0.000	 -0.015	 -0.035
       0:00.052	 -0.080	 -0.015	  0.065	  0.045	  0.025	 -0.070	 -4.215	 -0.090	  0.020	  0.015	 -0.010	 -0.030
       0:00.054	 -0.075	 -0.020	  0.055	  0.045	  0.020	 -0.065	 -4.180	 -0.080	  0.030	  0.020	  0.000	 -0.020
       0:00.056	 -0.070	 -0.015	  0.055	  0.040	  0.020	 -0.060	 -4.095	 -0.090	  0.035	  0.020	 -0.010	 -0.020
       0:00.058	 -0.060	  0.000	  0.060	  0.030	  0.030	 -0.060	 -3.995	 -0.095	  0.040	  0.020	 -0.015	 -0.020
       0:00.060	 -0.060	  0.015	  0.075	  0.020	  0.045	 -0.070	 -3.995	 -0.100	  0.035	  0.020	 -0.020	 -0.030
       0:00.062	 -0.060	  0.020	  0.080	  0.020	  0.050	 -0.070	 -4.160	 -0.100	  0.030	  0.015	 -0.020	 -0.035
       0:00.064	 -0.070	  0.020	  0.090	  0.025	  0.055	 -0.080	 -4.395	 -0.110	  0.020	  0.015	 -0.020	 -0.040
       0:00.066	 -0.075	  0.000	  0.075	  0.035	  0.040	 -0.075	 -4.540	 -0.115	  0.020	  0.015	 -0.020	 -0.040
       0:00.068	 -0.080	 -0.020	  0.060	  0.050	  0.020	 -0.070	 -4.540	 -0.115	  0.020	  0.020	 -0.020	 -0.040
       0:00.070	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 -4.455	 -0.110	  0.030	  0.020	 -0.020	 -0.035
       0:00.072	 -0.075	 -0.035	  0.040	  0.055	  0.005	 -0.055	 -4.330	 -0.110	  0.030	  0.020	 -0.020	 -0.030
       0:00.074	 -0.070	 -0.015	  0.055	  0.040	  0.020	 -0.060	 -4.190	 -0.110	  0.030	  0.015	 -0.020	 -0.030
       0:00.076	 -0.060	  0.000	  0.060	  0.030	  0.030	 -0.060	 -4.080	 -0.110	  0.020	  0.015	 -0.020	 -0.030
       0:00.078	 -0.055	 -0.010	  0.045	  0.030	  0.020	 -0.050	 -4.030	 -0.095	  0.030	  0.020	 -0.010	 -0.020
       0:00.080	 -0.055	 -0.035	  0.020	  0.045	 -0.005	 -0.035	 -4.030	 -0.090	  0.035	  0.035	  0.010	 -0.010
       0:00.082	 -0.055	 -0.050	  0.005	  0.050	 -0.020	 -0.030	 -4.060	 -0.080	  0.035	  0.040	  0.015	  0.000
