   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	-80.500	 -0.520	 79.980	 40.510	 39.730	-80.240	-79.780	-79.720	-79.700	-79.780	-79.720	-79.700
       0:00.002	-80.490	 -0.390	 80.100	 40.440	 39.855	-80.295	-79.780	-79.720	-79.700	-79.780	-79.720	-79.700
       0:00.004	-80.480	 -0.320	 80.160	 40.400	 39.920	-80.320	-79.780	-79.720	-79.700	-79.780	-79.720	-79.700
       0:00.006	-80.480	 -0.330	 80.150	 40.405	 39.910	-80.315	-79.780	-79.720	-79.700	-79.780	-79.720	-79.700
       0:00.008	-80.480	 -0.380	 80.100	 40.430	 39.860	-80.290	-79.780	-79.720	-79.700	-79.780	-79.720	-79.700
       0:00.010	-80.480	 -0.395	 80.085	 40.435	 39.845	-80.280	-79.780	-79.720	-79.700	-79.780	-79.720	-79.710
       0:00.012	-80.480	 -0.350	 80.130	 40.415	 39.890	-80.305	-79.780	-79.720	-79.700	-79.780	-79.730	-79.715
       0:00.014	-80.480	 -0.280	 80.200	 40.380	 39.960	-80.340	-79.780	-79.720	-79.700	-79.780	-79.735	-79.720
       0:00.016	-80.475	 -0.215	 80.260	 40.345	 40.025	-80.365	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.018	-80.470	 -0.140	 80.330	 40.305	 40.095	-80.400	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.020	-80.460	 -0.080	 80.380	 40.270	 40.150	-80.420	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.022	-80.460	 -0.050	 80.410	 40.255	 40.180	-80.435	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.024	-80.460	 -0.040	 80.420	 40.250	 40.190	-80.440	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.026	-80.460	 -0.035	 80.425	 40.245	 40.195	-80.440	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.028	-80.460	 -0.020	 80.440	 40.240	 40.210	-80.450	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.030	-80.460	 -0.015	 80.445	 40.235	 40.215	-80.450	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.032	-80.460	  0.010	 80.470	 40.225	 40.240	-80.465	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.034	-80.455	  0.055	 80.510	 40.200	 40.285	-80.485	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.036	-80.450	  0.115	 80.565	 40.165	 40.340	-80.510	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.038	-80.440	  0.150	 80.590	 40.145	 40.370	-80.515	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.040	-80.440	  0.160	 80.600	 40.140	 40.380	-80.520	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.042	-80.440	  0.140	 80.580	 40.150	 40.360	-80.510	-79.780	-79.720	-79.700	-79.780	-79.740	-79.720
       0:00.044	-80.440	  0.130	 80.570	 40.155	 40.350	-80.505	-79.780	-79.730	-79.700	-79.780	-79.740	-79.720
       0:00.046	-80.440	  0.100	 80.540	 40.170	 40.320	-80.490	-79.780	-79.735	-79.700	-79.780	-79.740	-79.720
       0:00.048	-80.440	  0.090	 80.530	 40.175	 40.310	-80.485	-79.780	-79.740	-79.700	-79.780	-79.740	-79.720
       0:00.050	-80.435	  0.100	 80.535	 40.165	 40.320	-80.485	-79.780	-79.740	-79.700	-79.780	-79.740	-79.720
       0:00.052	-80.430	  0.140	 80.570	 40.145	 40.355	-80.500	-79.780	-79.740	-79.700	-79.780	-79.740	-79.720
       0:00.054	-80.420	  0.180	 80.600	 40.120	 40.390	-80.510	-79.780	-79.740	-79.700	-79.780	-79.740	-79.720
       0:00.056	-80.420	  0.200	 80.620	 40.110	 40.410	-80.520	-79.780	-79.740	-79.700	-79.780	-79.740	-79.720
       0:00.058	-80.420	  0.200	 80.620	 40.110	 40.410	-80.520	-79.780	-79.740	-79.700	-79.780	-79.740	-79.720
       0:00.060	-80.420	  0.190	 80.610	 40.115	 40.400	-80.515	-79.780	-79.740	-79.700	-79.780	-79.750	-79.720
       0:00.062	-80.420	  0.175	 80.595	 40.120	 40.385	-80.510	-79.780	-79.740	-79.700	-79.780	-79.755	-79.720
       0:00.064	-80.420	  0.155	 80.575	 40.130	 40.365	-80.500	-79.780	-79.740	-79.700	-79.780	-79.760	-79.730
       0:00.066	-80.420	  0.140	 80.560	 40.140	 40.350	-80.490	-79.780	-79.740	-79.700	-79.780	-79.760	-79.735
       0:00.068	-80.415	  0.155	 80.570	 40.130	 40.365	-80.495	-79.780	-79.740	-79.700	-79.780	-79.760	-79.740
       0:00.070	-80.410	  0.180	 80.590	 40.115	 40.385	-80.500	-79.780	-79.740	-79.700	-79.780	-79.760	-79.740
       0:00.072	-80.400	  0.200	 80.600	 40.100	 40.400	-80.500	-79.780	-79.740	-79.700	-79.780	-79.760	-79.740
       0:00.074	-80.400	  0.190	 80.590	 40.105	 40.390	-80.495	-79.780	-79.740	-79.700	-79.780	-79.760	-79.740
