   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
      (seconds)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
          0.000	  0.140	 -0.080	 -0.220	 -0.030	 -0.150	  0.180	 -0.400	 -0.580	 -0.320	 -0.120	 -0.060	 -0.040
          0.002	  0.140	 -0.075	 -0.215	 -0.030	 -0.145	  0.180	 -0.400	 -0.575	 -0.310	 -0.115	 -0.060	 -0.035
          0.004	  0.140	 -0.075	 -0.215	 -0.030	 -0.145	  0.180	 -0.395	 -0.555	 -0.295	 -0.110	 -0.055	 -0.030
          0.006	  0.135	 -0.070	 -0.205	 -0.030	 -0.140	  0.170	 -0.390	 -0.535	 -0.280	 -0.095	 -0.050	 -0.020
          0.008	  0.135	 -0.060	 -0.195	 -0.035	 -0.130	  0.165	 -0.380	 -0.520	 -0.260	 -0.090	 -0.035	 -0.015
          0.010	  0.135	 -0.050	 -0.185	 -0.040	 -0.120	  0.160	 -0.380	 -0.515	 -0.250	 -0.080	 -0.035	 -0.015
          0.012	  0.140	 -0.040	 -0.180	 -0.050	 -0.110	  0.160	 -0.375	 -0.500	 -0.235	 -0.080	 -0.030	 -0.015
          0.014	  0.140	 -0.040	 -0.180	 -0.050	 -0.110	  0.160	 -0.360	 -0.475	 -0.220	 -0.070	 -0.030	 -0.010
          0.016	  0.140	 -0.035	 -0.175	 -0.050	 -0.105	  0.160	 -0.340	 -0.450	 -0.210	 -0.060	 -0.015	  0.000
          0.018	  0.140	 -0.030	 -0.170	 -0.055	 -0.100	  0.155	 -0.320	 -0.410	 -0.190	 -0.050	 -0.010	  0.000
          0.020	  0.140	 -0.010	 -0.150	 -0.065	 -0.080	  0.145	 -0.310	 -0.375	 -0.170	 -0.050	  0.000	  0.010
          0.022	  0.140	  0.020	 -0.120	 -0.080	 -0.050	  0.130	 -0.295	 -0.340	 -0.140	 -0.035	  0.010	  0.015
          0.024	  0.150	  0.040	 -0.110	 -0.095	 -0.035	  0.130	 -0.280	 -0.315	 -0.120	 -0.020	  0.015	  0.020
          0.026	  0.155	  0.050	 -0.105	 -0.100	 -0.030	  0.130	 -0.260	 -0.295	 -0.110	 -0.010	  0.030	  0.030
          0.028	  0.155	  0.040	 -0.115	 -0.095	 -0.040	  0.135	 -0.250	 -0.275	 -0.095	  0.000	  0.035	  0.030
          0.030	  0.140	  0.050	 -0.090	 -0.095	 -0.020	  0.115	 -0.240	 -0.260	 -0.090	  0.010	  0.035	  0.030
          0.032	  0.135	  0.055	 -0.080	 -0.095	 -0.015	  0.105	 -0.235	 -0.240	 -0.080	  0.010	  0.030	  0.030
