   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
      (seconds)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
          0.000	  0.080	  0.060	 -0.020	 -0.070	  0.020	  0.050	 -0.040	 -0.120	  0.020	  0.080	 -0.060	 -0.040
          0.002	  0.060	  0.060	  0.000	 -0.060	  0.030	  0.030	 -0.040	 -0.120	  0.030	  0.090	 -0.060	 -0.030
          0.004	  0.050	  0.070	  0.020	 -0.060	  0.045	  0.015	 -0.040	 -0.120	  0.030	  0.095	 -0.055	 -0.020
          0.006	  0.055	  0.075	  0.020	 -0.065	  0.045	  0.015	 -0.050	 -0.135	  0.015	  0.095	 -0.060	 -0.030
          0.008	  0.070	  0.080	  0.010	 -0.075	  0.045	  0.030	 -0.055	 -0.140	 -0.015	  0.090	 -0.070	 -0.035
          0.010	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	 -0.060	 -0.140	 -0.030	  0.080	 -0.080	 -0.035
          0.012	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	 -0.060	 -0.120	 -0.020	  0.080	 -0.080	 -0.030
          0.014	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	 -0.060	 -0.110	 -0.015	  0.080	 -0.080	 -0.020
          0.016	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	 -0.055	 -0.100	 -0.015	  0.080	 -0.075	 -0.020
          0.018	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	 -0.055	 -0.100	 -0.015	  0.090	 -0.075	 -0.020
          0.020	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	 -0.050	 -0.095	 -0.015	  0.100	 -0.070	 -0.015
          0.022	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	 -0.050	 -0.090	 -0.020	  0.110	 -0.075	 -0.015
          0.024	  0.090	  0.080	 -0.010	 -0.085	  0.035	  0.050	 -0.040	 -0.080	 -0.035	  0.110	 -0.075	 -0.015
          0.026	  0.095	  0.080	 -0.015	 -0.085	  0.030	  0.055	 -0.040	 -0.080	 -0.040	  0.100	 -0.080	 -0.020
          0.028	  0.100	  0.080	 -0.020	 -0.090	  0.030	  0.060	 -0.040	 -0.080	 -0.030	  0.100	 -0.080	 -0.020
          0.030	  0.100	  0.075	 -0.025	 -0.085	  0.025	  0.060	 -0.035	 -0.075	 -0.015	  0.100	 -0.080	 -0.020
          0.032	  0.100	  0.075	 -0.025	 -0.085	  0.025	  0.060	 -0.030	 -0.070	 -0.010	  0.100	 -0.080	 -0.030
          0.034	  0.095	  0.075	 -0.020	 -0.085	  0.025	  0.055	 -0.020	 -0.060	 -0.015	  0.100	 -0.075	 -0.030
          0.036	  0.090	  0.080	 -0.010	 -0.085	  0.035	  0.050	 -0.020	 -0.055	 -0.020	  0.100	 -0.070	 -0.030
          0.038	  0.090	  0.080	 -0.010	 -0.085	  0.035	  0.050	 -0.020	 -0.050	 -0.020	  0.100	 -0.070	 -0.030
          0.040	  0.090	  0.080	 -0.010	 -0.085	  0.035	  0.050	 -0.020	 -0.040	 -0.020	  0.100	 -0.075	 -0.030
          0.042	  0.090	  0.075	 -0.015	 -0.080	  0.030	  0.050	 -0.015	 -0.040	 -0.020	  0.100	 -0.080	 -0.035
          0.044	  0.075	  0.070	 -0.005	 -0.070	  0.030	  0.040	  0.000	 -0.035	 -0.020	  0.100	 -0.080	 -0.030
          0.046	  0.075	  0.060	 -0.015	 -0.065	  0.020	  0.045	  0.010	 -0.035	 -0.020	  0.095	 -0.080	 -0.030
          0.048	  0.080	  0.060	 -0.020	 -0.070	  0.020	  0.050	  0.010	 -0.030	 -0.015	  0.090	 -0.080	 -0.020
          0.050	  0.090	  0.060	 -0.030	 -0.075	  0.015	  0.060	  0.000	 -0.030	 -0.015	  0.080	 -0.080	 -0.030
          0.052	  0.090	  0.060	 -0.030	 -0.075	  0.015	  0.060	  0.000	 -0.020	 -0.015	  0.080	 -0.080	 -0.035
          0.054	  0.075	  0.060	 -0.015	 -0.065	  0.020	  0.045	  0.000	 -0.020	 -0.020	  0.080	 -0.080	 -0.040
          0.056	  0.075	  0.060	 -0.015	 -0.065	  0.020	  0.045	  0.010	 -0.020	 -0.020	  0.080	 -0.080	 -0.040
          0.058	  0.075	  0.055	 -0.020	 -0.065	  0.015	  0.045	  0.010	 -0.030	 -0.030	  0.080	 -0.090	 -0.040
          0.060	  0.075	  0.050	 -0.025	 -0.060	  0.010	  0.050	  0.015	 -0.035	 -0.035	  0.080	 -0.095	 -0.040
          0.062	  0.060	  0.050	 -0.010	 -0.055	  0.020	  0.035	  0.010	 -0.035	 -0.035	  0.080	 -0.100	 -0.050
          0.064	  0.050	  0.050	  0.000	 -0.050	  0.025	  0.025	  0.010	 -0.030	 -0.035	  0.075	 -0.100	 -0.050
          0.066	  0.040	  0.050	  0.010	 -0.045	  0.030	  0.015	  0.010	 -0.015	 -0.035	  0.070	 -0.100	 -0.050
          0.068	  0.040	  0.035	 -0.005	 -0.035	  0.015	  0.020	  0.010	 -0.010	 -0.040	  0.060	 -0.100	 -0.040
          0.070	  0.040	  0.030	 -0.010	 -0.035	  0.010	  0.025	  0.015	  0.000	 -0.040	  0.060	 -0.100	 -0.050
          0.072	  0.040	  0.020	 -0.020	 -0.030	  0.000	  0.030	  0.015	  0.000	 -0.040	  0.060	 -0.100	 -0.050
          0.074	  0.035	  0.015	 -0.020	 -0.025	 -0.005	  0.025	  0.020	 -0.010	 -0.040	  0.060	 -0.100	 -0.050
          0.076	  0.020	  0.000	 -0.020	 -0.010	 -0.010	  0.020	  0.020	 -0.010	 -0.040	  0.055	 -0.100	 -0.040
          0.078	  0.010	 -0.015	 -0.025	  0.000	 -0.020	  0.020	  0.020	 -0.010	 -0.040	  0.050	 -0.100	 -0.040
          0.080	  0.000	 -0.020	 -0.020	  0.010	 -0.020	  0.010	  0.020	  0.000	 -0.040	  0.040	 -0.100	 -0.040
          0.082	  0.000	 -0.030	 -0.030	  0.015	 -0.030	  0.015	  0.030	  0.000	 -0.040	  0.040	 -0.100	 -0.040
          0.084	 -0.010	 -0.035	 -0.025	  0.020	 -0.030	  0.010	  0.030	 -0.010	 -0.050	  0.040	 -0.100	 -0.040
          0.086	 -0.020	 -0.035	 -0.015	  0.025	 -0.025	  0.000	  0.030	 -0.010	 -0.055	  0.040	 -0.095	 -0.040
          0.088	 -0.030	 -0.030	  0.000	  0.030	 -0.015	 -0.015	  0.020	  0.000	 -0.055	  0.035	 -0.090	 -0.040
          0.090	 -0.030	 -0.020	  0.010	  0.025	 -0.005	 -0.020	  0.020	  0.000	 -0.055	  0.020	 -0.090	 -0.040
          0.092	 -0.020	 -0.030	 -0.010	  0.025	 -0.020	 -0.005	  0.020	  0.000	 -0.055	  0.015	 -0.095	 -0.040
          0.094	 -0.020	 -0.030	 -0.010	  0.025	 -0.020	 -0.005	  0.020	  0.000	 -0.055	  0.015	 -0.100	 -0.040
          0.096	 -0.015	 -0.030	 -0.015	  0.020	 -0.020	  0.000	  0.020	  0.015	 -0.050	  0.030	 -0.100	 -0.040
          0.098	 -0.015	 -0.015	  0.000	  0.015	 -0.005	 -0.005	  0.030	  0.030	 -0.040	  0.035	 -0.095	 -0.040
          0.100	 -0.015	 -0.010	  0.005	  0.010	  0.000	 -0.010	  0.035	  0.030	 -0.040	  0.050	 -0.090	 -0.035
          0.102	 -0.020	  0.010	  0.030	  0.005	  0.020	 -0.025	  0.050	  0.030	 -0.040	  0.055	 -0.080	 -0.030
          0.104	 -0.015	  0.015	  0.030	  0.000	  0.025	 -0.025	  0.055	  0.030	 -0.040	  0.070	 -0.080	 -0.020
          0.106	 -0.010	  0.030	  0.040	 -0.010	  0.035	 -0.025	  0.060	  0.030	 -0.050	  0.075	 -0.080	 -0.020
          0.108	  0.010	  0.040	  0.030	 -0.025	  0.035	 -0.010	  0.060	  0.020	 -0.050	  0.090	 -0.075	 -0.015
          0.110	  0.020	  0.060	  0.040	 -0.040	  0.050	 -0.010	  0.060	  0.015	 -0.035	  0.100	 -0.060	  0.000
          0.112	  0.040	  0.080	  0.040	 -0.060	  0.060	  0.000	  0.055	  0.000	 -0.020	  0.110	 -0.050	  0.015
          0.114	  0.060	  0.100	  0.040	 -0.080	  0.070	  0.010	  0.035	 -0.015	 -0.020	  0.100	 -0.040	  0.020
          0.116	  0.075	  0.120	  0.045	 -0.095	  0.080	  0.015	  0.010	 -0.035	 -0.035	  0.090	 -0.040	  0.030
          0.118	  0.080	  0.150	  0.070	 -0.115	  0.110	  0.005	 -0.020	 -0.050	 -0.040	  0.075	 -0.035	  0.035
          0.120	  0.090	  0.170	  0.080	 -0.130	  0.125	  0.005	 -0.040	 -0.060	 -0.040	  0.060	 -0.020	  0.050
          0.122	  0.100	  0.180	  0.080	 -0.140	  0.130	  0.010	 -0.055	 -0.075	 -0.040	  0.040	  0.000	  0.060
          0.124	  0.115	  0.180	  0.065	 -0.145	  0.120	  0.025	 -0.060	 -0.075	 -0.040	  0.020	  0.015	  0.075
          0.126	  0.130	  0.180	  0.050	 -0.155	  0.115	  0.040	 -0.060	 -0.070	 -0.040	  0.010	  0.030	  0.090
          0.128	  0.140	  0.180	  0.040	 -0.160	  0.110	  0.050	 -0.055	 -0.050	 -0.030	  0.000	  0.040	  0.100
          0.130	  0.150	  0.170	  0.020	 -0.160	  0.095	  0.065	 -0.050	 -0.030	 -0.010	 -0.010	  0.055	  0.110
          0.132	  0.140	  0.150	  0.010	 -0.145	  0.080	  0.065	 -0.030	  0.000	  0.020	 -0.010	  0.055	  0.110
          0.134	  0.130	  0.120	 -0.010	 -0.125	  0.055	  0.070	 -0.010	  0.015	  0.030	  0.000	  0.040	  0.090
          0.136	  0.115	  0.095	 -0.020	 -0.105	  0.035	  0.065	  0.015	  0.020	  0.020	  0.020	  0.020	  0.070
          0.138	  0.100	  0.060	 -0.040	 -0.080	  0.010	  0.070	  0.020	  0.020	 -0.010	  0.035	  0.000	  0.040
          0.140	  0.080	  0.030	 -0.050	 -0.055	 -0.010	  0.065	  0.020	  0.020	 -0.040	  0.035	 -0.030	  0.020
          0.142	  0.070	  0.010	 -0.060	 -0.040	 -0.025	  0.065	  0.020	  0.020	 -0.070	  0.030	 -0.050	  0.000
          0.144	  0.060	  0.000	 -0.060	 -0.030	 -0.030	  0.060	  0.020	  0.015	 -0.080	  0.020	 -0.060	 -0.010
          0.146	  0.060	 -0.010	 -0.070	 -0.025	 -0.040	  0.065	  0.020	  0.015	 -0.080	  0.020	 -0.060	 -0.010
          0.148	  0.060	 -0.015	 -0.075	 -0.020	 -0.045	  0.070	  0.020	  0.015	 -0.080	  0.020	 -0.060	 -0.010
          0.150	  0.055	 -0.020	 -0.075	 -0.015	 -0.050	  0.065	  0.020	  0.020	 -0.080	  0.020	 -0.060	 -0.015
          0.152	  0.050	 -0.020	 -0.070	 -0.015	 -0.045	  0.060	  0.020	  0.020	 -0.090	  0.020	 -0.070	 -0.020
          0.154	  0.040	 -0.030	 -0.070	 -0.005	 -0.050	  0.055	  0.020	  0.020	 -0.095	  0.020	 -0.075	 -0.020
          0.156	  0.035	 -0.040	 -0.075	  0.000	 -0.060	  0.055	  0.020	  0.020	 -0.100	  0.020	 -0.080	 -0.020
          0.158	  0.030	 -0.055	 -0.085	  0.010	 -0.070	  0.060	  0.020	  0.020	 -0.100	  0.015	 -0.080	 -0.020
          0.160	  0.020	 -0.060	 -0.080	  0.020	 -0.070	  0.050	  0.020	  0.020	 -0.100	  0.015	 -0.080	 -0.030
          0.162	  0.020	 -0.060	 -0.080	  0.020	 -0.070	  0.050	  0.020	  0.030	 -0.110	  0.010	 -0.090	 -0.035
          0.164	  0.015	 -0.070	 -0.085	  0.025	 -0.080	  0.050	  0.030	  0.040	 -0.110	  0.010	 -0.095	 -0.040
          0.166	  0.010	 -0.070	 -0.080	  0.030	 -0.075	  0.045	  0.030	  0.055	 -0.110	 -0.010	 -0.095	 -0.035
          0.168	  0.000	 -0.075	 -0.075	  0.035	 -0.075	  0.040	  0.030	  0.055	 -0.100	 -0.015	 -0.090	 -0.035
          0.170	 -0.010	 -0.075	 -0.065	  0.040	 -0.070	  0.030	  0.020	  0.055	 -0.100	 -0.020	 -0.090	 -0.035
          0.172	 -0.015	 -0.080	 -0.065	  0.045	 -0.070	  0.025	  0.020	  0.055	 -0.110	 -0.020	 -0.100	 -0.050
          0.174	 -0.020	 -0.080	 -0.060	  0.050	 -0.070	  0.020	  0.020	  0.060	 -0.115	 -0.020	 -0.110	 -0.050
          0.176	 -0.020	 -0.090	 -0.070	  0.055	 -0.080	  0.025	  0.030	  0.060	 -0.120	 -0.020	 -0.110	 -0.050
          0.178	 -0.030	 -0.095	 -0.065	  0.060	 -0.080	  0.020	  0.030	  0.070	 -0.120	 -0.020	 -0.110	 -0.040
          0.180	 -0.035	 -0.100	 -0.065	  0.065	 -0.080	  0.015	  0.030	  0.070	 -0.120	 -0.030	 -0.115	 -0.050
          0.182	 -0.050	 -0.110	 -0.060	  0.080	 -0.085	  0.005	  0.030	  0.070	 -0.120	 -0.035	 -0.120	 -0.055
          0.184	 -0.055	 -0.130	 -0.075	  0.090	 -0.100	  0.010	  0.060	  0.095	 -0.135	 -0.030	 -0.140	 -0.075
          0.186	 -0.060	 -0.190	 -0.130	  0.125	 -0.160	  0.035	  0.170	  0.230	 -0.160	  0.030	 -0.210	 -0.135
          0.188	 -0.055	 -0.275	 -0.220	  0.165	 -0.245	  0.085	  0.340	  0.475	 -0.175	  0.110	 -0.295	 -0.230
          0.190	 -0.020	 -0.340	 -0.320	  0.180	 -0.330	  0.150	  0.520	  0.755	 -0.075	  0.190	 -0.300	 -0.280
          0.192	  0.040	 -0.350	 -0.390	  0.155	 -0.370	  0.215	  0.650	  0.990	  0.190	  0.230	 -0.150	 -0.230
          0.194	  0.120	 -0.290	 -0.410	  0.085	 -0.350	  0.265	  0.750	  1.200	  0.590	  0.240	  0.150	 -0.070
          0.196	  0.200	 -0.190	 -0.390	 -0.005	 -0.290	  0.295	  0.855	  1.430	  1.070	  0.240	  0.535	  0.160
          0.198	  0.295	 -0.035	 -0.330	 -0.130	 -0.185	  0.315	  0.890	  1.555	  1.555	  0.210	  0.980	  0.450
