   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	  0.120	 -0.300	 -0.420	  0.090	 -0.360	  0.270	  0.180	  0.140	 -0.020	 -0.020	 -0.160	 -0.560
       0:00.002	  0.130	 -0.315	 -0.445	  0.090	 -0.380	  0.290	  0.180	  0.140	 -0.035	 -0.030	 -0.170	 -0.580
       0:00.004	  0.130	 -0.310	 -0.440	  0.090	 -0.375	  0.285	  0.210	  0.150	 -0.020	 -0.030	 -0.160	 -0.520
       0:00.006	  0.120	 -0.290	 -0.410	  0.085	 -0.350	  0.265	  0.230	  0.155	  0.000	 -0.015	 -0.140	 -0.450
       0:00.008	  0.110	 -0.275	 -0.385	  0.080	 -0.330	  0.250	  0.220	  0.160	  0.030	  0.000	 -0.130	 -0.390
       0:00.010	  0.095	 -0.275	 -0.370	  0.090	 -0.325	  0.235	  0.175	  0.160	  0.030	  0.010	 -0.115	 -0.390
       0:00.012	  0.095	 -0.290	 -0.385	  0.095	 -0.340	  0.240	  0.135	  0.155	  0.015	  0.000	 -0.120	 -0.440
       0:00.014	  0.100	 -0.295	 -0.395	  0.095	 -0.345	  0.250	  0.115	  0.150	 -0.010	 -0.015	 -0.120	 -0.495
       0:00.016	  0.120	 -0.310	 -0.430	  0.095	 -0.370	  0.275	  0.110	  0.140	 -0.030	 -0.015	 -0.135	 -0.560
       0:00.018	  0.130	 -0.320	 -0.450	  0.095	 -0.385	  0.290	  0.120	  0.140	 -0.030	 -0.015	 -0.135	 -0.595
       0:00.020	  0.120	 -0.320	 -0.440	  0.100	 -0.380	  0.280	  0.150	  0.150	 -0.020	  0.000	 -0.135	 -0.570
       0:00.022	  0.110	 -0.310	 -0.420	  0.100	 -0.365	  0.265	  0.190	  0.155	  0.000	  0.010	 -0.120	 -0.480
