   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -1.280	 -0.780	  0.500	  1.030	 -0.140	 -0.890	  0.520	 -0.620	-80.000	  0.500	  0.580	  0.360
       0:00.002	 -1.280	 -0.770	  0.510	  1.025	 -0.130	 -0.895	  0.350	 -0.620	-80.000	  0.500	  0.495	  0.320
       0:00.004	 -1.260	 -0.755	  0.505	  1.005	 -0.125	 -0.880	  0.340	 -0.600	-80.000	  0.550	  0.520	  0.360
       0:00.006	 -1.230	 -0.740	  0.490	  0.985	 -0.125	 -0.860	  0.435	 -0.580	-80.000	  0.610	  0.590	  0.415
       0:00.008	 -1.180	 -0.720	  0.460	  0.950	 -0.130	 -0.820	  0.455	 -0.570	-80.000	  0.630	  0.570	  0.390
       0:00.010	 -1.155	 -0.700	  0.455	  0.925	 -0.120	 -0.805	  0.350	 -0.570	-80.000	  0.610	  0.495	  0.335
       0:00.012	 -1.135	 -0.690	  0.445	  0.910	 -0.120	 -0.790	  0.295	 -0.570	-80.000	  0.600	  0.480	  0.340
       0:00.014	 -1.150	 -0.700	  0.450	  0.925	 -0.125	 -0.800	  0.360	 -0.560	-80.000	  0.635	  0.530	  0.380
       0:00.016	 -1.170	 -0.735	  0.435	  0.950	 -0.150	 -0.800	  0.410	 -0.555	-80.000	  0.655	  0.530	  0.370
       0:00.018	 -1.190	 -0.760	  0.430	  0.975	 -0.165	 -0.810	  0.350	 -0.550	-80.000	  0.660	  0.490	  0.335
       0:00.020	 -1.180	 -0.760	  0.420	  0.970	 -0.170	 -0.800	  0.320	 -0.535	-80.000	  0.660	  0.500	  0.360
       0:00.022	 -1.155	 -0.735	  0.420	  0.945	 -0.155	 -0.785	  0.395	 -0.515	-80.000	  0.680	  0.550	  0.410
       0:00.024	 -1.130	 -0.710	  0.420	  0.920	 -0.145	 -0.775	  0.435	 -0.500	-80.000	  0.675	  0.535	  0.395
       0:00.026	 -1.100	 -0.680	  0.420	  0.890	 -0.130	 -0.760	  0.340	 -0.495	-80.000	  0.640	  0.455	  0.335
       0:00.028	 -1.080	 -0.670	  0.410	  0.875	 -0.130	 -0.745	  0.255	 -0.495	-80.000	  0.610	  0.420	  0.320
       0:00.030	 -1.070	 -0.660	  0.410	  0.865	 -0.125	 -0.740	  0.290	 -0.480	-80.000	  0.610	  0.460	  0.355
       0:00.032	 -1.070	 -0.670	  0.400	  0.870	 -0.135	 -0.735	  0.360	 -0.460	-80.000	  0.630	  0.495	  0.360
       0:00.034	 -1.075	 -0.675	  0.400	  0.875	 -0.135	 -0.735	  0.340	 -0.440	-80.000	  0.635	  0.460	  0.330
       0:00.036	 -1.080	 -0.675	  0.405	  0.875	 -0.135	 -0.740	  0.290	 -0.430	-80.000	  0.635	  0.440	  0.330
       0:00.038	 -1.075	 -0.675	  0.400	  0.875	 -0.135	 -0.735	  0.330	 -0.420	-80.000	  0.650	  0.490	  0.380
       0:00.040	 -1.060	 -0.670	  0.390	  0.865	 -0.140	 -0.725	  0.390	 -0.420	-80.000	  0.640	  0.510	  0.390
       0:00.042	 -1.035	 -0.675	  0.360	  0.855	 -0.155	 -0.695	  0.355	 -0.420	-80.000	  0.620	  0.470	  0.340
       0:00.044	 -1.010	 -0.675	  0.335	  0.840	 -0.170	 -0.670	  0.280	 -0.415	-80.000	  0.595	  0.415	  0.315
       0:00.046	 -0.990	 -0.675	  0.315	  0.830	 -0.180	 -0.650	  0.280	 -0.410	-80.000	  0.590	  0.420	  0.335
       0:00.048	 -0.980	 -0.670	  0.310	  0.825	 -0.180	 -0.645	  0.340	 -0.395	-80.000	  0.595	  0.440	  0.350
       0:00.050	 -0.990	 -0.655	  0.335	  0.820	 -0.160	 -0.660	  0.330	 -0.380	-80.000	  0.595	  0.415	  0.310
       0:00.052	 -0.990	 -0.640	  0.350	  0.815	 -0.145	 -0.670	  0.280	 -0.360	-80.000	  0.610	  0.415	  0.315
       0:00.054	 -0.970	 -0.630	  0.340	  0.800	 -0.145	 -0.655	  0.335	 -0.340	-80.000	  0.635	  0.480	  0.380
       0:00.056	 -0.935	 -0.615	  0.320	  0.775	 -0.145	 -0.625	  0.460	 -0.320	-80.000	  0.670	  0.570	  0.450
       0:00.058	 -0.900	 -0.610	  0.290	  0.755	 -0.160	 -0.595	  0.520	 -0.310	-80.000	  0.690	  0.590	  0.440
       0:00.060	 -0.890	 -0.595	  0.295	  0.740	 -0.150	 -0.590	  0.455	 -0.300	-80.000	  0.670	  0.535	  0.390
       0:00.062	 -0.890	 -0.580	  0.310	  0.735	 -0.135	 -0.600	  0.370	 -0.310	-80.000	  0.630	  0.470	  0.350
       0:00.064	 -0.890	 -0.570	  0.320	  0.730	 -0.125	 -0.605	  0.335	 -0.315	-80.000	  0.590	  0.430	  0.320
       0:00.066	 -0.890	 -0.560	  0.330	  0.725	 -0.115	 -0.610	  0.310	 -0.310	-80.000	  0.570	  0.390	  0.290
       0:00.068	 -0.890	 -0.570	  0.320	  0.730	 -0.125	 -0.605	  0.250	 -0.290	-80.000	  0.560	  0.355	  0.255
       0:00.070	 -0.895	 -0.575	  0.320	  0.735	 -0.125	 -0.605	  0.195	 -0.275	-80.000	  0.550	  0.330	  0.255
       0:00.072	 -0.910	 -0.580	  0.330	  0.745	 -0.125	 -0.620	  0.190	 -0.275	-80.000	  0.520	  0.315	  0.260
       0:00.074	 -0.900	 -0.575	  0.325	  0.735	 -0.125	 -0.610	  0.170	 -0.290	-80.000	  0.475	  0.275	  0.235
       0:00.076	 -0.880	 -0.575	  0.305	  0.725	 -0.135	 -0.590	  0.100	 -0.290	-80.000	  0.430	  0.220	  0.195
       0:00.078	 -0.855	 -0.580	  0.275	  0.715	 -0.150	 -0.565	  0.075	 -0.280	-80.000	  0.415	  0.230	  0.210
       0:00.080	 -0.850	 -0.600	  0.250	  0.725	 -0.175	 -0.550	  0.175	 -0.255	-80.000	  0.455	  0.315	  0.280
       0:00.082	 -0.850	 -0.610	  0.240	  0.730	 -0.185	 -0.545	  0.320	 -0.230	-80.000	  0.530	  0.410	  0.340
       0:00.084	 -0.835	 -0.595	  0.240	  0.715	 -0.175	 -0.535	  0.375	 -0.210	-80.000	  0.580	  0.435	  0.350
       0:00.086	 -0.815	 -0.560	  0.255	  0.685	 -0.150	 -0.535	  0.355	 -0.200	-80.000	  0.600	  0.420	  0.335
       0:00.088	 -0.810	 -0.535	  0.275	  0.670	 -0.130	 -0.540	  0.290	 -0.235	-80.000	  0.535	  0.310	  0.240
       0:00.090	 -0.835	 -0.530	  0.305	  0.680	 -0.110	 -0.570	  0.040	 -0.320	-80.000	  0.355	  0.030	  0.015
       0:00.092	 -0.860	 -0.550	  0.310	  0.705	 -0.120	 -0.585	 -0.340	 -0.400	-80.000	  0.135	 -0.250	 -0.170
