   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	  0.740	 -2.720	 -3.460	  0.990	 -3.090	  2.100	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.002	  0.270	 -3.040	 -3.310	  1.385	 -3.175	  1.790	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.004	 -0.030	 -2.655	 -2.625	  1.340	 -2.640	  1.300	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.006	 -0.080	 -1.675	 -1.595	  0.875	 -1.635	  0.760	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.008	 -0.155	 -1.420	 -1.265	  0.785	 -1.340	  0.555	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.010	 -0.220	 -1.955	 -1.735	  1.085	 -1.845	  0.760	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.012	 -0.200	 -2.920	 -2.720	  1.560	 -2.820	  1.260	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.014	 -0.035	 -3.900	 -3.865	  1.965	 -3.880	  1.915	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.016	  0.140	 -4.235	 -4.375	  2.045	 -4.305	  2.260	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.018	  0.135	 -3.840	 -3.975	  1.850	 -3.910	  2.055	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.020	  0.015	 -2.950	 -2.965	  1.465	 -2.960	  1.490	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
       0:00.022	 -0.055	 -1.910	 -1.855	  0.980	 -1.880	  0.900	  0.020	  0.060	  0.020	  0.020	  0.020	  0.020
