   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	  0.000	  0.080	  0.080	 -0.040	  0.080	 -0.040	 -0.040	 -0.020	  0.280	  0.160	  0.120	  0.040
       0:00.002	 -0.010	  0.075	  0.085	 -0.030	  0.080	 -0.050	 -0.040	 -0.030	  0.255	  0.160	  0.110	  0.040
       0:00.004	  0.020	  0.070	  0.050	 -0.045	  0.060	 -0.015	 -0.050	 -0.035	  0.220	  0.150	  0.090	  0.035
       0:00.006	  0.055	  0.055	  0.000	 -0.055	  0.025	  0.025	 -0.055	 -0.040	  0.195	  0.135	  0.075	  0.030
       0:00.008	  0.060	  0.055	 -0.005	 -0.055	  0.025	  0.030	 -0.055	 -0.040	  0.175	  0.120	  0.070	  0.020
       0:00.010	  0.035	  0.055	  0.020	 -0.045	  0.035	  0.005	 -0.050	 -0.040	  0.170	  0.115	  0.075	  0.020
       0:00.012	  0.010	  0.055	  0.045	 -0.030	  0.050	 -0.020	 -0.035	 -0.040	  0.155	  0.115	  0.080	  0.020
       0:00.014	  0.000	  0.055	  0.055	 -0.025	  0.055	 -0.030	 -0.035	 -0.040	  0.140	  0.110	  0.070	  0.015
       0:00.016	  0.000	  0.060	  0.060	 -0.030	  0.060	 -0.030	 -0.035	 -0.040	  0.130	  0.100	  0.055	  0.015
       0:00.018	  0.000	  0.070	  0.070	 -0.035	  0.070	 -0.035	 -0.035	 -0.035	  0.115	  0.090	  0.040	  0.015
       0:00.020	 -0.010	  0.070	  0.080	 -0.030	  0.075	 -0.045	 -0.030	 -0.030	  0.110	  0.080	  0.040	  0.020
       0:00.022	 -0.030	  0.060	  0.090	 -0.015	  0.075	 -0.060	 -0.020	 -0.020	  0.100	  0.080	  0.050	  0.020
       0:00.024	 -0.070	  0.060	  0.130	  0.005	  0.095	 -0.100	 -0.010	 -0.020	  0.100	  0.080	  0.060	  0.030
       0:00.026	 -0.095	  0.050	  0.145	  0.020	  0.100	 -0.120	  0.000	 -0.020	  0.095	  0.075	  0.070	  0.035
       0:00.028	 -0.090	  0.040	  0.130	  0.025	  0.085	 -0.110	  0.000	 -0.035	  0.080	  0.055	  0.060	  0.035
       0:00.030	 -0.050	  0.030	  0.080	  0.010	  0.055	 -0.065	 -0.015	 -0.050	  0.060	  0.035	  0.040	  0.020
       0:00.032	 -0.010	  0.020	  0.030	 -0.005	  0.025	 -0.020	 -0.020	 -0.060	  0.040	  0.020	  0.030	  0.010
       0:00.034	  0.015	  0.015	  0.000	 -0.015	  0.005	  0.005	 -0.020	 -0.060	  0.030	  0.020	  0.010	 -0.010
       0:00.036	  0.015	  0.015	  0.000	 -0.015	  0.005	  0.005	 -0.020	 -0.055	  0.020	  0.030	  0.000	 -0.015
       0:00.038	  0.000	  0.015	  0.015	 -0.005	  0.015	 -0.010	 -0.020	 -0.050	  0.020	  0.030	 -0.010	 -0.015
       0:00.040	 -0.030	  0.015	  0.045	  0.005	  0.030	 -0.040	 -0.015	 -0.040	  0.020	  0.020	  0.000	 -0.010
       0:00.042	 -0.060	  0.010	  0.070	  0.025	  0.040	 -0.065	  0.000	 -0.035	  0.030	  0.015	  0.010	  0.015
       0:00.044	 -0.090	  0.000	  0.090	  0.045	  0.045	 -0.090	  0.020	 -0.020	  0.035	  0.015	  0.020	  0.030
       0:00.046	 -0.090	 -0.010	  0.080	  0.050	  0.035	 -0.085	  0.030	 -0.015	  0.035	  0.020	  0.030	  0.035
       0:00.048	 -0.055	  0.010	  0.065	  0.020	  0.040	 -0.060	  0.010	 -0.030	  0.015	  0.010	  0.015	  0.015
       0:00.050	 -0.015	  0.020	  0.035	  0.000	  0.030	 -0.025	 -0.020	 -0.055	 -0.010	 -0.015	 -0.015	 -0.015
       0:00.052	  0.000	  0.020	  0.020	 -0.010	  0.020	 -0.010	 -0.035	 -0.070	 -0.020	 -0.030	 -0.035	 -0.030
       0:00.054	 -0.030	  0.010	  0.040	  0.010	  0.025	 -0.035	 -0.020	 -0.060	 -0.010	 -0.015	 -0.030	 -0.020
       0:00.056	 -0.055	 -0.010	  0.045	  0.030	  0.020	 -0.050	 -0.010	 -0.050	  0.000	 -0.010	 -0.020	 -0.015
       0:00.058	 -0.050	 -0.020	  0.030	  0.035	  0.005	 -0.040	 -0.010	 -0.050	  0.000	 -0.015	 -0.015	 -0.015
       0:00.060	 -0.020	 -0.035	 -0.015	  0.025	 -0.025	  0.000	 -0.010	 -0.055	 -0.015	 -0.030	 -0.020	 -0.020
       0:00.062	 -0.015	 -0.040	 -0.025	  0.025	 -0.030	  0.005	 -0.010	 -0.060	 -0.020	 -0.030	 -0.015	 -0.020
       0:00.064	 -0.035	 -0.040	 -0.005	  0.035	 -0.020	 -0.015	  0.000	 -0.055	 -0.015	 -0.015	 -0.015	 -0.020
       0:00.066	 -0.060	 -0.035	  0.025	  0.045	 -0.005	 -0.040	  0.000	 -0.055	 -0.010	 -0.015	 -0.015	 -0.030
       0:00.068	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	  0.010	 -0.050	  0.000	 -0.015	 -0.020	 -0.030
       0:00.070	 -0.070	 -0.035	  0.035	  0.050	  0.000	 -0.050	  0.010	 -0.055	 -0.010	 -0.030	 -0.020	 -0.030
       0:00.072	 -0.035	 -0.020	  0.015	  0.025	  0.000	 -0.025	  0.000	 -0.055	 -0.015	 -0.030	 -0.030	 -0.030
       0:00.074	  0.000	  0.010	  0.010	 -0.005	  0.010	 -0.005	 -0.015	 -0.055	 -0.020	 -0.030	 -0.030	 -0.035
       0:00.076	  0.020	  0.020	  0.000	 -0.020	  0.010	  0.010	 -0.020	 -0.050	 -0.020	 -0.030	 -0.030	 -0.040
       0:00.078	  0.015	  0.020	  0.005	 -0.015	  0.010	  0.005	 -0.020	 -0.040	 -0.015	 -0.030	 -0.020	 -0.040
