   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	  0.000	 -0.240	 -0.240	  0.120	 -0.240	  0.120	  0.160	  0.100	  0.060	  0.040	  0.120	  0.040
       0:00.002	 -0.020	 -0.250	 -0.230	  0.135	 -0.240	  0.105	  0.160	  0.100	  0.035	  0.000	  0.100	  0.030
       0:00.004	 -0.055	 -0.260	 -0.205	  0.155	 -0.230	  0.075	  0.160	  0.100	  0.035	 -0.010	  0.095	  0.030
       0:00.006	 -0.080	 -0.280	 -0.200	  0.180	 -0.240	  0.060	  0.160	  0.110	  0.040	  0.000	  0.095	  0.035
       0:00.008	 -0.090	 -0.300	 -0.210	  0.195	 -0.255	  0.060	  0.155	  0.110	  0.040	  0.000	  0.095	  0.035
       0:00.010	 -0.090	 -0.315	 -0.225	  0.200	 -0.270	  0.070	  0.150	  0.100	  0.035	 -0.010	  0.090	  0.030
       0:00.012	 -0.100	 -0.330	 -0.230	  0.215	 -0.280	  0.065	  0.140	  0.095	  0.035	  0.000	  0.080	  0.020
       0:00.014	 -0.120	 -0.340	 -0.220	  0.230	 -0.280	  0.050	  0.135	  0.095	  0.040	  0.015	  0.080	  0.020
       0:00.016	 -0.130	 -0.355	 -0.225	  0.240	 -0.290	  0.050	  0.130	  0.095	  0.040	  0.015	  0.075	  0.015
       0:00.018	 -0.115	 -0.360	 -0.245	  0.235	 -0.300	  0.065	  0.115	  0.080	  0.035	 -0.010	  0.060	  0.000
       0:00.020	 -0.090	 -0.370	 -0.280	  0.230	 -0.325	  0.095	  0.100	  0.060	  0.020	 -0.035	  0.040	 -0.015
       0:00.022	 -0.075	 -0.380	 -0.305	  0.225	 -0.340	  0.115	  0.080	  0.050	  0.000	 -0.055	  0.030	 -0.020
       0:00.024	 -0.090	 -0.410	 -0.320	  0.250	 -0.365	  0.115	  0.060	  0.040	 -0.020	 -0.070	  0.015	 -0.030
       0:00.026	 -0.115	 -0.430	 -0.315	  0.270	 -0.370	  0.100	  0.055	  0.040	 -0.035	 -0.070	  0.015	 -0.035
       0:00.028	 -0.140	 -0.440	 -0.300	  0.290	 -0.370	  0.080	  0.055	  0.040	 -0.030	 -0.070	  0.020	 -0.035
       0:00.030	 -0.160	 -0.440	 -0.280	  0.300	 -0.360	  0.060	  0.060	  0.050	 -0.015	 -0.055	  0.030	 -0.035
       0:00.032	 -0.175	 -0.450	 -0.275	  0.310	 -0.360	  0.050	  0.075	  0.060	  0.000	 -0.050	  0.035	 -0.030
       0:00.034	 -0.190	 -0.455	 -0.265	  0.320	 -0.360	  0.040	  0.090	  0.075	  0.000	 -0.040	  0.035	 -0.030
       0:00.036	 -0.210	 -0.460	 -0.250	  0.335	 -0.355	  0.020	  0.095	  0.080	 -0.010	 -0.040	  0.040	 -0.020
       0:00.038	 -0.215	 -0.460	 -0.245	  0.335	 -0.350	  0.015	  0.090	  0.075	 -0.015	 -0.050	  0.040	 -0.020
       0:00.040	 -0.200	 -0.455	 -0.255	  0.325	 -0.355	  0.030	  0.075	  0.070	 -0.030	 -0.060	  0.035	 -0.020
       0:00.042	 -0.180	 -0.460	 -0.280	  0.320	 -0.370	  0.050	  0.080	  0.070	 -0.035	 -0.075	  0.035	 -0.020
       0:00.044	 -0.175	 -0.460	 -0.285	  0.315	 -0.370	  0.055	  0.080	  0.075	 -0.030	 -0.075	  0.035	 -0.015
       0:00.046	 -0.190	 -0.460	 -0.270	  0.325	 -0.365	  0.040	  0.095	  0.080	 -0.010	 -0.050	  0.040	 -0.010
       0:00.048	 -0.190	 -0.455	 -0.265	  0.320	 -0.360	  0.040	  0.100	  0.080	  0.020	 -0.020	  0.040	  0.000
       0:00.050	 -0.170	 -0.450	 -0.280	  0.310	 -0.365	  0.055	  0.100	  0.075	  0.030	 -0.010	  0.040	  0.000
