   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -2.100	  3.820	  5.920	 -0.860	  4.870	 -4.010	 -1.280	 -0.300	 -2.580	 -1.100	  0.280	 -0.800
       0:00.002	 -3.460	  3.290	  6.750	  0.085	  5.020	 -5.105	 -1.280	 -0.300	 -2.580	 -1.100	  0.280	 -0.800
       0:00.004	 -2.935	  2.875	  5.810	  0.030	  4.345	 -4.375	 -1.280	 -0.300	 -2.580	 -1.100	  0.280	 -0.800
       0:00.006	 -1.990	  2.720	  4.710	 -0.365	  3.715	 -3.350	 -1.280	 -0.300	 -2.580	 -1.100	  0.280	 -0.800
       0:00.008	 -0.710	  2.850	  3.560	 -1.070	  3.205	 -2.135	 -1.280	 -0.300	 -2.575	 -1.100	  0.275	 -0.800
       0:00.010	 -0.735	  3.015	  3.750	 -1.140	  3.385	 -2.245	 -1.280	 -0.300	 -2.570	 -1.100	  0.270	 -0.800
       0:00.012	 -0.635	  3.095	  3.730	 -1.230	  3.415	 -2.185	 -1.280	 -0.300	 -2.560	 -1.100	  0.260	 -0.800
       0:00.014	 -0.535	  3.130	  3.665	 -1.295	  3.400	 -2.100	 -1.280	 -0.300	 -2.560	 -1.100	  0.260	 -0.800
       0:00.016	 -0.480	  3.180	  3.660	 -1.350	  3.420	 -2.070	 -1.280	 -0.300	 -2.560	 -1.100	  0.260	 -0.800
       0:00.018	 -0.455	  3.240	  3.695	 -1.390	  3.470	 -2.075	 -1.290	 -0.300	 -2.560	 -1.100	  0.260	 -0.800
       0:00.020	 -0.450	  3.295	  3.745	 -1.420	  3.520	 -2.100	 -1.295	 -0.300	 -2.560	 -1.100	  0.255	 -0.800
       0:00.022	 -0.475	  3.340	  3.815	 -1.430	  3.580	 -2.145	 -1.300	 -0.300	 -2.560	 -1.100	  0.250	 -0.810
       0:00.024	 -0.515	  3.380	  3.895	 -1.430	  3.640	 -2.205	 -1.300	 -0.300	 -2.555	 -1.100	  0.240	 -0.815
       0:00.026	 -0.550	  3.435	  3.985	 -1.440	  3.710	 -2.270	 -1.300	 -0.300	 -2.550	 -1.110	  0.240	 -0.820
       0:00.028	 -0.560	  3.480	  4.040	 -1.460	  3.760	 -2.300	 -1.300	 -0.300	 -2.540	 -1.115	  0.240	 -0.820
       0:00.030	 -0.550	  3.520	  4.070	 -1.485	  3.795	 -2.310	 -1.300	 -0.300	 -2.540	 -1.120	  0.240	 -0.820
       0:00.032	 -0.520	  3.550	  4.070	 -1.515	  3.810	 -2.295	 -1.300	 -0.300	 -2.540	 -1.120	  0.240	 -0.820
       0:00.034	 -0.490	  3.600	  4.090	 -1.555	  3.845	 -2.290	 -1.300	 -0.310	 -2.540	 -1.120	  0.235	 -0.820
       0:00.036	 -0.475	  3.660	  4.135	 -1.590	  3.900	 -2.305	 -1.300	 -0.315	 -2.540	 -1.120	  0.230	 -0.820
       0:00.038	 -0.490	  3.715	  4.205	 -1.610	  3.960	 -2.350	 -1.300	 -0.320	 -2.540	 -1.120	  0.220	 -0.820
       0:00.040	 -0.530	  3.740	  4.270	 -1.605	  4.005	 -2.400	 -1.300	 -0.320	 -2.535	 -1.120	  0.220	 -0.820
       0:00.042	 -0.570	  3.755	  4.325	 -1.590	  4.040	 -2.450	 -1.300	 -0.320	 -2.530	 -1.120	  0.220	 -0.820
       0:00.044	 -0.595	  3.770	  4.365	 -1.585	  4.070	 -2.480	 -1.300	 -0.320	 -2.520	 -1.120	  0.220	 -0.820
       0:00.046	 -0.590	  3.795	  4.385	 -1.600	  4.090	 -2.490	 -1.300	 -0.320	 -2.520	 -1.120	  0.220	 -0.820
       0:00.048	 -0.560	  3.835	  4.395	 -1.635	  4.115	 -2.480	 -1.300	 -0.320	 -2.520	 -1.120	  0.215	 -0.820
       0:00.050	 -0.530	  3.890	  4.420	 -1.680	  4.155	 -2.475	 -1.300	 -0.320	 -2.520	 -1.120	  0.210	 -0.820
       0:00.052	 -0.515	  3.935	  4.450	 -1.710	  4.195	 -2.485	 -1.300	 -0.320	 -2.520	 -1.120	  0.200	 -0.820
       0:00.054	 -0.530	  3.975	  4.505	 -1.720	  4.240	 -2.520	 -1.300	 -0.320	 -2.520	 -1.120	  0.200	 -0.820
       0:00.056	 -0.560	  4.010	  4.570	 -1.725	  4.290	 -2.565	 -1.300	 -0.320	 -2.515	 -1.120	  0.200	 -0.820
       0:00.058	 -0.600	  4.040	  4.640	 -1.720	  4.340	 -2.620	 -1.300	 -0.320	 -2.510	 -1.120	  0.200	 -0.820
       0:00.060	 -0.630	  4.075	  4.705	 -1.720	  4.390	 -2.670	 -1.300	 -0.320	 -2.500	 -1.120	  0.200	 -0.820
       0:00.062	 -0.635	  4.110	  4.745	 -1.735	  4.430	 -2.690	 -1.300	 -0.320	 -2.500	 -1.120	  0.195	 -0.820
       0:00.064	 -0.615	  4.150	  4.765	 -1.765	  4.460	 -2.690	 -1.300	 -0.320	 -2.500	 -1.120	  0.190	 -0.830
       0:00.066	 -0.580	  4.195	  4.775	 -1.805	  4.485	 -2.680	 -1.300	 -0.320	 -2.500	 -1.120	  0.180	 -0.835
       0:00.068	 -0.555	  4.235	  4.790	 -1.840	  4.515	 -2.675	 -1.300	 -0.320	 -2.500	 -1.120	  0.180	 -0.840
       0:00.070	 -0.550	  4.270	  4.820	 -1.860	  4.545	 -2.685	 -1.300	 -0.320	 -2.500	 -1.120	  0.180	 -0.840
       0:00.072	 -0.575	  4.315	  4.890	 -1.870	  4.605	 -2.735	 -1.300	 -0.330	 -2.495	 -1.120	  0.180	 -0.840
       0:00.074	 -0.615	  4.355	  4.970	 -1.870	  4.665	 -2.795	 -1.300	 -0.335	 -2.490	 -1.120	  0.180	 -0.840
       0:00.076	 -0.655	  4.395	  5.050	 -1.870	  4.725	 -2.855	 -1.300	 -0.340	 -2.480	 -1.120	  0.175	 -0.840
       0:00.078	 -0.670	  4.420	  5.090	 -1.875	  4.755	 -2.880	 -1.300	 -0.340	 -2.480	 -1.120	  0.170	 -0.840
       0:00.080	 -0.660	  4.455	  5.115	 -1.895	  4.785	 -2.890	 -1.300	 -0.340	 -2.480	 -1.120	  0.160	 -0.840
       0:00.082	 -0.635	  4.490	  5.125	 -1.925	  4.810	 -2.880	 -1.300	 -0.340	 -2.480	 -1.120	  0.160	 -0.840
       0:00.084	 -0.610	  4.520	  5.130	 -1.955	  4.825	 -2.870	 -1.300	 -0.340	 -2.480	 -1.120	  0.160	 -0.840
       0:00.086	 -0.595	  4.570	  5.165	 -1.985	  4.870	 -2.880	 -1.300	 -0.340	 -2.480	 -1.120	  0.160	 -0.840
       0:00.088	 -0.610	  4.610	  5.220	 -2.000	  4.915	 -2.915	 -1.300	 -0.340	 -2.475	 -1.120	  0.160	 -0.840
       0:00.090	 -0.640	  4.640	  5.280	 -2.000	  4.960	 -2.960	 -1.300	 -0.340	 -2.470	 -1.120	  0.155	 -0.840
       0:00.092	 -0.680	  4.675	  5.355	 -1.995	  5.015	 -3.020	 -1.300	 -0.340	 -2.460	 -1.130	  0.150	 -0.840
       0:00.094	 -0.710	  4.720	  5.430	 -2.005	  5.075	 -3.070	 -1.300	 -0.340	 -2.460	 -1.135	  0.140	 -0.840
       0:00.096	 -0.710	  4.775	  5.485	 -2.030	  5.130	 -3.100	 -1.300	 -0.340	 -2.460	 -1.140	  0.140	 -0.840
       0:00.098	 -0.680	  4.810	  5.490	 -2.065	  5.150	 -3.085	 -1.300	 -0.340	 -2.460	 -1.140	  0.140	 -0.840
       0:00.100	 -0.650	  4.820	  5.470	 -2.085	  5.145	 -3.060	 -1.300	 -0.340	 -2.460	 -1.140	  0.140	 -0.840
       0:00.102	 -0.630	  4.835	  5.465	 -2.100	  5.150	 -3.050	 -1.300	 -0.340	 -2.460	 -1.140	  0.140	 -0.840
       0:00.104	 -0.635	  4.870	  5.505	 -2.115	  5.190	 -3.070	 -1.300	 -0.340	 -2.455	 -1.140	  0.140	 -0.840
       0:00.106	 -0.670	  4.910	  5.580	 -2.120	  5.245	 -3.125	 -1.300	 -0.340	 -2.450	 -1.140	  0.135	 -0.840
       0:00.108	 -0.710	  4.950	  5.660	 -2.120	  5.305	 -3.185	 -1.300	 -0.340	 -2.440	 -1.140	  0.130	 -0.840
       0:00.110	 -0.740	  4.980	  5.720	 -2.120	  5.350	 -3.230	 -1.310	 -0.350	 -2.440	 -1.140	  0.120	 -0.840
       0:00.112	 -0.750	  5.020	  5.770	 -2.135	  5.395	 -3.260	 -1.315	 -0.355	 -2.440	 -1.140	  0.120	 -0.840
       0:00.114	 -0.735	  5.040	  5.775	 -2.150	  5.410	 -3.255	 -1.320	 -0.360	 -2.440	 -1.140	  0.120	 -0.840
       0:00.116	 -0.710	  5.050	  5.760	 -2.170	  5.405	 -3.235	 -1.320	 -0.360	 -2.440	 -1.140	  0.120	 -0.850
       0:00.118	 -0.690	  5.055	  5.745	 -2.180	  5.400	 -3.220	 -1.320	 -0.360	 -2.440	 -1.140	  0.120	 -0.855
       0:00.120	 -0.690	  5.080	  5.770	 -2.195	  5.425	 -3.230	 -1.320	 -0.360	 -2.435	 -1.140	  0.120	 -0.860
       0:00.122	 -0.710	  5.120	  5.830	 -2.205	  5.475	 -3.270	 -1.320	 -0.360	 -2.430	 -1.140	  0.115	 -0.860
       0:00.124	 -0.740	  5.155	  5.895	 -2.205	  5.525	 -3.320	 -1.320	 -0.360	 -2.420	 -1.140	  0.110	 -0.860
       0:00.126	 -0.775	  5.190	  5.965	 -2.205	  5.580	 -3.370	 -1.320	 -0.360	 -2.420	 -1.140	  0.100	 -0.860
       0:00.128	 -0.795	  5.220	  6.015	 -2.210	  5.620	 -3.405	 -1.320	 -0.360	 -2.420	 -1.140	  0.100	 -0.860
       0:00.130	 -0.790	  5.255	  6.045	 -2.230	  5.650	 -3.420	 -1.320	 -0.360	 -2.420	 -1.140	  0.100	 -0.860
       0:00.132	 -0.770	  5.270	  6.040	 -2.250	  5.655	 -3.405	 -1.320	 -0.360	 -2.420	 -1.140	  0.100	 -0.860
       0:00.134	 -0.740	  5.275	  6.015	 -2.265	  5.645	 -3.380	 -1.320	 -0.360	 -2.420	 -1.140	  0.100	 -0.860
       0:00.136	 -0.735	  5.280	  6.015	 -2.270	  5.650	 -3.375	 -1.320	 -0.360	 -2.415	 -1.140	  0.100	 -0.860
       0:00.138	 -0.750	  5.300	  6.050	 -2.275	  5.675	 -3.400	 -1.320	 -0.360	 -2.410	 -1.140	  0.100	 -0.860
       0:00.140	 -0.780	  5.320	  6.100	 -2.270	  5.710	 -3.440	 -1.320	 -0.360	 -2.400	 -1.140	  0.095	 -0.860
       0:00.142	 -0.820	  5.330	  6.150	 -2.255	  5.740	 -3.485	 -1.320	 -0.360	 -2.400	 -1.140	  0.090	 -0.860
       0:00.144	 -0.850	  5.340	  6.190	 -2.245	  5.765	 -3.520	 -1.320	 -0.360	 -2.400	 -1.140	  0.080	 -0.860
       0:00.146	 -0.850	  5.370	  6.220	 -2.260	  5.795	 -3.535	 -1.320	 -0.360	 -2.400	 -1.140	  0.080	 -0.860
       0:00.148	 -0.820	  5.415	  6.235	 -2.295	  5.825	 -3.530	 -1.320	 -0.360	 -2.400	 -1.140	  0.080	 -0.860
       0:00.150	 -0.790	  5.455	  6.245	 -2.330	  5.850	 -3.520	 -1.320	 -0.360	 -2.395	 -1.140	  0.080	 -0.860
       0:00.152	 -0.775	  5.480	  6.255	 -2.350	  5.870	 -3.515	 -1.320	 -0.370	 -2.390	 -1.140	  0.080	 -0.860
       0:00.154	 -0.790	  5.495	  6.285	 -2.350	  5.890	 -3.540	 -1.320	 -0.375	 -2.380	 -1.140	  0.080	 -0.860
       0:00.156	 -0.820	  5.510	  6.330	 -2.345	  5.920	 -3.575	 -1.320	 -0.380	 -2.380	 -1.140	  0.080	 -0.860
       0:00.158	 -0.860	  5.535	  6.395	 -2.335	  5.965	 -3.630	 -1.320	 -0.380	 -2.380	 -1.140	  0.075	 -0.860
       0:00.160	 -0.890	  5.560	  6.450	 -2.335	  6.005	 -3.670	 -1.320	 -0.380	 -2.380	 -1.140	  0.070	 -0.860
       0:00.162	 -0.895	  5.595	  6.490	 -2.350	  6.045	 -3.695	 -1.320	 -0.380	 -2.380	 -1.140	  0.060	 -0.860
       0:00.164	 -0.880	  5.630	  6.510	 -2.375	  6.070	 -3.695	 -1.320	 -0.380	 -2.380	 -1.140	  0.060	 -0.860
