   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
      (seconds)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
          0.000	 -0.060	 -0.040	  0.020	  0.050	 -0.010	 -0.040	 18.080	 -0.040	  0.020	 -0.020	 -0.020	  0.080
          0.002	 -0.055	 -0.035	  0.020	  0.045	 -0.005	 -0.035	 16.900	 -0.050	  0.020	 -0.020	 -0.030	  0.080
          0.004	 -0.050	 -0.030	  0.020	  0.040	 -0.005	 -0.035	 16.190	 -0.055	  0.020	 -0.020	 -0.035	  0.090
          0.006	 -0.050	 -0.020	  0.030	  0.035	  0.005	 -0.040	 15.835	 -0.060	  0.030	 -0.020	 -0.030	  0.095
          0.008	 -0.055	 -0.020	  0.035	  0.035	  0.010	 -0.045	 15.555	 -0.055	  0.035	 -0.020	 -0.035	  0.100
          0.010	 -0.060	 -0.030	  0.030	  0.045	  0.000	 -0.045	 15.110	 -0.050	  0.035	 -0.030	 -0.035	  0.095
          0.012	 -0.060	 -0.035	  0.025	  0.045	 -0.005	 -0.040	 14.990	 -0.050	  0.030	 -0.035	 -0.040	  0.090
          0.014	 -0.070	 -0.040	  0.030	  0.055	 -0.005	 -0.050	 15.750	 -0.055	  0.020	 -0.040	 -0.040	  0.090
          0.016	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	 17.360	 -0.055	  0.020	 -0.035	 -0.040	  0.090
          0.018	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 19.855	 -0.055	  0.020	 -0.035	 -0.040	  0.090
          0.020	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 23.200	 -0.055	  0.020	 -0.035	 -0.040	  0.080
          0.022	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	 26.955	 -0.070	  0.020	 -0.035	 -0.040	  0.080
          0.024	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	 30.430	 -0.070	  0.020	 -0.035	 -0.035	  0.080
          0.026	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	 33.320	 -0.070	  0.030	 -0.030	 -0.030	  0.090
          0.028	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 35.740	 -0.060	  0.035	 -0.030	 -0.020	  0.090
          0.030	 -0.080	 -0.035	  0.045	  0.055	  0.005	 -0.060	 37.800	 -0.060	  0.035	 -0.020	 -0.030	  0.090
          0.032	 -0.080	 -0.035	  0.045	  0.055	  0.005	 -0.060	 39.510	 -0.055	  0.030	 -0.030	 -0.030	  0.075
          0.034	 -0.080	 -0.035	  0.045	  0.055	  0.005	 -0.060	 40.760	 -0.050	  0.030	 -0.030	 -0.030	  0.070
          0.036	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 41.490	 -0.050	  0.030	 -0.030	 -0.020	  0.070
          0.038	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	 41.740	 -0.055	  0.030	 -0.030	 -0.020	  0.070
          0.040	 -0.075	 -0.035	  0.040	  0.055	  0.005	 -0.055	 41.720	 -0.070	  0.020	 -0.030	 -0.020	  0.075
          0.042	 -0.080	 -0.035	  0.045	  0.055	  0.005	 -0.060	 41.575	 -0.060	  0.030	 -0.030	 -0.020	  0.070
          0.044	 -0.090	 -0.035	  0.055	  0.060	  0.010	 -0.070	 41.195	 -0.055	  0.035	 -0.030	 -0.020	  0.070
          0.046	 -0.080	 -0.035	  0.045	  0.055	  0.005	 -0.060	 40.630	 -0.040	  0.035	 -0.035	 -0.030	  0.060
          0.048	 -0.070	 -0.035	  0.035	  0.050	  0.000	 -0.050	 40.130	 -0.040	  0.030	 -0.040	 -0.035	  0.060
          0.050	 -0.060	 -0.035	  0.025	  0.045	 -0.005	 -0.040	 39.760	 -0.040	  0.020	 -0.040	 -0.040	  0.055
          0.052	 -0.070	 -0.040	  0.030	  0.055	 -0.005	 -0.050	 39.400	 -0.050	  0.020	 -0.035	 -0.040	  0.050
          0.054	 -0.070	 -0.040	  0.030	  0.055	 -0.005	 -0.050	 38.895	 -0.055	  0.020	 -0.035	 -0.040	  0.040
          0.056	 -0.070	 -0.040	  0.030	  0.055	 -0.005	 -0.050	 38.200	 -0.060	  0.020	 -0.035	 -0.040	  0.050
          0.058	 -0.070	 -0.040	  0.030	  0.055	 -0.005	 -0.050	 37.335	 -0.060	  0.020	 -0.040	 -0.040	  0.055
          0.060	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	 36.410	 -0.060	  0.020	 -0.040	 -0.040	  0.055
          0.062	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 35.680	 -0.055	  0.020	 -0.035	 -0.040	  0.050
          0.064	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 35.360	 -0.050	  0.030	 -0.030	 -0.040	  0.050
          0.066	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	 35.310	 -0.040	  0.030	 -0.020	 -0.040	  0.055
          0.068	 -0.070	 -0.040	  0.030	  0.055	 -0.005	 -0.050	 35.255	 -0.040	  0.030	 -0.020	 -0.035	  0.060
          0.070	 -0.060	 -0.040	  0.020	  0.050	 -0.010	 -0.040	 35.080	 -0.040	  0.030	 -0.020	 -0.035	  0.055
          0.072	 -0.070	 -0.040	  0.030	  0.055	 -0.005	 -0.050	 34.855	 -0.050	  0.035	 -0.020	 -0.035	  0.050
          0.074	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	 34.670	 -0.055	  0.040	 -0.030	 -0.040	  0.040
          0.076	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 34.480	 -0.055	  0.040	 -0.030	 -0.040	  0.040
          0.078	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 34.335	 -0.050	  0.040	 -0.030	 -0.040	  0.040
          0.080	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 34.415	 -0.040	  0.040	 -0.020	 -0.040	  0.050
          0.082	 -0.090	 -0.040	  0.050	  0.065	  0.005	 -0.070	 34.790	 -0.040	  0.040	 -0.030	 -0.035	  0.050
          0.084	 -0.090	 -0.040	  0.050	  0.065	  0.005	 -0.070	 35.150	 -0.040	  0.040	 -0.035	 -0.040	  0.050
          0.086	 -0.090	 -0.040	  0.050	  0.065	  0.005	 -0.070	 35.190	 -0.050	  0.040	 -0.035	 -0.040	  0.040
          0.088	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 34.920	 -0.050	  0.040	 -0.030	 -0.050	  0.040
          0.090	 -0.080	 -0.040	  0.040	  0.060	  0.000	 -0.060	 34.595	 -0.050	  0.050	 -0.015	 -0.040	  0.040
          0.092	 -0.090	 -0.040	  0.050	  0.065	  0.005	 -0.070	 34.240	 -0.040	  0.050	 -0.015	 -0.035	  0.040
          0.094	 -0.095	 -0.040	  0.055	  0.065	  0.010	 -0.075	 33.655	 -0.040	  0.050	 -0.015	 -0.035	  0.040
          0.096	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 32.870	 -0.035	  0.040	 -0.020	 -0.035	  0.040
          0.098	 -0.100	 -0.050	  0.050	  0.075	  0.000	 -0.075	 32.150	 -0.020	  0.040	 -0.015	 -0.040	  0.040
          0.100	 -0.100	 -0.050	  0.050	  0.075	  0.000	 -0.075	 31.680	 -0.015	  0.050	 -0.015	 -0.040	  0.040
          0.102	 -0.100	 -0.050	  0.050	  0.075	  0.000	 -0.075	 31.300	 -0.015	  0.050	 -0.015	 -0.040	  0.035
          0.104	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 30.635	 -0.030	  0.050	 -0.020	 -0.040	  0.035
          0.106	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 29.620	 -0.040	  0.040	 -0.015	 -0.040	  0.035
          0.108	 -0.110	 -0.040	  0.070	  0.075	  0.015	 -0.090	 28.595	 -0.050	  0.050	 -0.010	 -0.040	  0.040
          0.110	 -0.110	 -0.040	  0.070	  0.075	  0.015	 -0.090	 27.930	 -0.050	  0.055	  0.000	 -0.040	  0.035
          0.112	 -0.110	 -0.040	  0.070	  0.075	  0.015	 -0.090	 27.660	 -0.035	  0.060	  0.000	 -0.040	  0.035
          0.114	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 27.535	 -0.030	  0.060	  0.000	 -0.040	  0.035
          0.116	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 27.355	 -0.020	  0.060	 -0.010	 -0.040	  0.035
          0.118	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 26.980	 -0.020	  0.060	 -0.010	 -0.040	  0.030
          0.120	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 26.335	 -0.030	  0.055	 -0.015	 -0.040	  0.020
          0.122	 -0.100	 -0.050	  0.050	  0.075	  0.000	 -0.075	 25.520	 -0.040	  0.050	 -0.015	 -0.040	  0.030
          0.124	 -0.110	 -0.050	  0.060	  0.080	  0.005	 -0.085	 24.820	 -0.055	  0.050	 -0.015	 -0.040	  0.035
          0.126	 -0.110	 -0.050	  0.060	  0.080	  0.005	 -0.085	 24.490	 -0.055	  0.055	 -0.010	 -0.040	  0.035
          0.128	 -0.110	 -0.035	  0.075	  0.070	  0.020	 -0.090	 24.430	 -0.040	  0.055	  0.000	 -0.040	  0.035
          0.130	 -0.100	 -0.035	  0.065	  0.065	  0.015	 -0.080	 24.315	 -0.020	  0.055	  0.000	 -0.040	  0.035
          0.132	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 23.960	 -0.015	  0.055	  0.000	 -0.040	  0.050
          0.134	 -0.100	 -0.050	  0.050	  0.075	  0.000	 -0.075	 23.570	 -0.015	  0.060	  0.010	 -0.040	  0.050
          0.136	 -0.100	 -0.050	  0.050	  0.075	  0.000	 -0.075	 23.210	 -0.020	  0.060	  0.015	 -0.040	  0.040
          0.138	 -0.095	 -0.040	  0.055	  0.065	  0.010	 -0.075	 22.100	 -0.030	  0.060	  0.015	 -0.040	  0.035
          0.140	 -0.095	 -0.040	  0.055	  0.065	  0.010	 -0.075	 19.400	 -0.035	  0.060	  0.010	 -0.040	  0.035
          0.142	 -0.095	 -0.040	  0.055	  0.065	  0.010	 -0.075	 15.570	 -0.040	  0.060	  0.000	 -0.040	  0.035
          0.144	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 12.275	 -0.040	  0.055	  0.010	 -0.040	  0.035
          0.146	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 10.690	 -0.035	  0.055	  0.010	 -0.040	  0.035
          0.148	 -0.100	 -0.040	  0.060	  0.070	  0.010	 -0.080	 10.560	 -0.030	  0.055	  0.015	 -0.035	  0.040
          0.150	 -0.095	 -0.035	  0.060	  0.065	  0.015	 -0.075	 11.190	 -0.020	  0.060	  0.010	 -0.035	  0.040
          0.152	 -0.090	 -0.030	  0.060	  0.060	  0.015	 -0.075	 12.180	 -0.030	  0.060	  0.015	 -0.035	  0.040
          0.154	 -0.080	 -0.020	  0.060	  0.050	  0.020	 -0.070	 13.590	 -0.035	  0.060	  0.010	 -0.040	  0.035
          0.156	 -0.090	 -0.020	  0.070	  0.055	  0.025	 -0.080	 15.470	 -0.040	  0.060	  0.015	 -0.040	  0.035
          0.158	 -0.095	 -0.020	  0.075	  0.055	  0.030	 -0.085	 17.810	 -0.040	  0.070	  0.015	 -0.035	  0.035
          0.160	 -0.100	 -0.020	  0.080	  0.060	  0.030	 -0.090	 20.520	 -0.040	  0.075	  0.020	 -0.030	  0.040
          0.162	 -0.100	 -0.015	  0.085	  0.055	  0.035	 -0.090	 23.430	 -0.035	  0.080	  0.020	 -0.020	  0.040
          0.164	 -0.095	 -0.010	  0.085	  0.050	  0.040	 -0.090	 26.375	 -0.030	  0.090	  0.020	 -0.020	  0.040
          0.166	 -0.090	  0.000	  0.090	  0.045	  0.045	 -0.090	 29.160	 -0.020	  0.095	  0.020	 -0.030	  0.035
          0.168	 -0.080	  0.000	  0.080	  0.040	  0.040	 -0.080	 31.395	 -0.030	  0.100	  0.030	 -0.030	  0.035
          0.170	 -0.080	 -0.010	  0.070	  0.045	  0.030	 -0.075	 32.870	 -0.030	  0.100	  0.035	 -0.030	  0.035
          0.172	 -0.090	 -0.010	  0.080	  0.050	  0.035	 -0.085	 33.860	 -0.035	  0.100	  0.040	 -0.020	  0.050
          0.174	 -0.090	  0.000	  0.090	  0.045	  0.045	 -0.090	 34.750	 -0.035	  0.095	  0.040	 -0.020	  0.050
          0.176	 -0.090	  0.015	  0.105	  0.035	  0.060	 -0.100	 35.420	 -0.040	  0.090	  0.035	 -0.020	  0.050
          0.178	 -0.090	  0.015	  0.105	  0.035	  0.060	 -0.100	 35.395	 -0.035	  0.080	  0.035	 -0.020	  0.040
          0.180	 -0.095	  0.010	  0.105	  0.040	  0.060	 -0.100	 34.670	 -0.030	  0.080	  0.035	 -0.015	  0.040
          0.182	 -0.095	  0.000	  0.095	  0.045	  0.050	 -0.095	 33.870	 -0.020	  0.075	  0.035	 -0.015	  0.040
          0.184	 -0.090	  0.000	  0.090	  0.045	  0.045	 -0.090	 33.435	 -0.020	  0.070	  0.030	 -0.015	  0.040
          0.186	 -0.080	  0.000	  0.080	  0.040	  0.040	 -0.080	 33.375	 -0.030	  0.060	  0.020	 -0.030	  0.040
          0.188	 -0.075	 -0.010	  0.065	  0.040	  0.030	 -0.070	 33.520	 -0.040	  0.060	  0.015	 -0.030	  0.040
          0.190	 -0.075	 -0.010	  0.065	  0.040	  0.030	 -0.070	 33.795	 -0.055	  0.070	  0.015	 -0.030	  0.040
          0.192	 -0.080	 -0.010	  0.070	  0.045	  0.030	 -0.075	 34.140	 -0.060	  0.070	  0.015	 -0.020	  0.040
          0.194	 -0.090	  0.000	  0.090	  0.045	  0.045	 -0.090	 34.460	 -0.060	  0.060	  0.015	 -0.020	  0.040
          0.196	 -0.090	  0.000	  0.090	  0.045	  0.045	 -0.090	 34.750	 -0.055	  0.050	  0.010	 -0.020	  0.050
          0.198	 -0.075	  0.000	  0.075	  0.035	  0.040	 -0.075	 35.155	 -0.050	  0.050	 -0.010	 -0.020	  0.050
          0.200	 -0.070	 -0.010	  0.060	  0.040	  0.025	 -0.065	 35.690	 -0.040	  0.050	 -0.015	 -0.020	  0.050
          0.202	 -0.070	 -0.015	  0.055	  0.040	  0.020	 -0.060	 36.170	 -0.040	  0.050	 -0.015	 -0.020	  0.040
          0.204	 -0.070	 -0.020	  0.050	  0.045	  0.015	 -0.060	 36.410	 -0.050	  0.040	 -0.010	 -0.030	  0.040
          0.206	 -0.070	 -0.030	  0.040	  0.050	  0.005	 -0.055	 36.395	 -0.055	  0.035	  0.000	 -0.030	  0.040
          0.208	 -0.060	 -0.035	  0.025	  0.045	 -0.005	 -0.040	 36.255	 -0.055	  0.035	  0.000	 -0.030	  0.040
          0.210	 -0.060	 -0.040	  0.020	  0.050	 -0.010	 -0.040	 36.090	 -0.050	  0.040	  0.000	 -0.020	  0.040
          0.212	 -0.060	 -0.035	  0.025	  0.045	 -0.005	 -0.040	 35.990	 -0.040	  0.050	  0.000	 -0.020	  0.050
          0.214	 -0.060	 -0.030	  0.030	  0.045	  0.000	 -0.045	 36.080	 -0.040	  0.040	  0.000	 -0.020	  0.050
          0.216	 -0.055	 -0.030	  0.025	  0.040	  0.000	 -0.040	 36.390	 -0.035	  0.035	  0.000	 -0.020	  0.050
          0.218	 -0.050	 -0.035	  0.015	  0.040	 -0.010	 -0.030	 36.740	 -0.030	  0.035	  0.000	 -0.020	  0.035
          0.220	 -0.040	 -0.035	  0.005	  0.035	 -0.015	 -0.020	 36.940	 -0.030	  0.040	 -0.010	 -0.020	  0.035
          0.222	 -0.040	 -0.030	  0.010	  0.035	 -0.010	 -0.025	 36.995	 -0.035	  0.040	 -0.015	 -0.020	  0.035
          0.224	 -0.040	 -0.020	  0.020	  0.030	  0.000	 -0.030	 36.995	 -0.040	  0.050	 -0.015	 -0.015	  0.040
          0.226	 -0.040	 -0.020	  0.020	  0.030	  0.000	 -0.030	 36.900	 -0.035	  0.055	 -0.010	 -0.010	  0.040
          0.228	 -0.040	 -0.020	  0.020	  0.030	  0.000	 -0.030	 36.880	 -0.030	  0.060	  0.010	  0.000	  0.040
          0.230	 -0.050	 -0.020	  0.030	  0.035	  0.005	 -0.040	 37.455	 -0.020	  0.060	  0.015	 -0.010	  0.040
          0.232	 -0.055	 -0.020	  0.035	  0.035	  0.010	 -0.045	 38.955	 -0.020	  0.055	  0.015	 -0.015	  0.035
          0.234	 -0.060	 -0.030	  0.030	  0.045	  0.000	 -0.045	 40.915	 -0.020	  0.050	  0.010	 -0.020	  0.030
          0.236	 -0.060	 -0.035	  0.025	  0.045	 -0.005	 -0.040	 42.430	 -0.035	  0.040	  0.000	 -0.020	  0.015
          0.238	 -0.060	 -0.040	  0.020	  0.050	 -0.010	 -0.040	 43.190	 -0.040	  0.040	  0.000	 -0.020	  0.010
