   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -0.020	  0.020	  0.040	  0.000	  0.030	 -0.030	  0.020	  0.040	-79.960	  0.060	  0.080	 -0.020
       0:00.002	 -0.020	  0.020	  0.040	  0.000	  0.030	 -0.030	  0.030	  0.040	-79.960	  0.060	  0.090	 -0.020
       0:00.004	 -0.015	  0.020	  0.035	  0.000	  0.030	 -0.025	  0.035	  0.040	-79.960	  0.060	  0.090	 -0.020
       0:00.006	 -0.015	  0.020	  0.035	  0.000	  0.030	 -0.025	  0.040	  0.035	-79.960	  0.070	  0.080	 -0.020
       0:00.008	 -0.015	  0.020	  0.035	  0.000	  0.030	 -0.025	  0.035	  0.035	-79.960	  0.075	  0.090	 -0.020
       0:00.010	 -0.030	  0.020	  0.050	  0.005	  0.035	 -0.040	  0.020	  0.035	-79.960	  0.075	  0.095	 -0.020
       0:00.012	 -0.040	  0.010	  0.050	  0.015	  0.030	 -0.045	  0.015	  0.040	-79.960	  0.070	  0.100	 -0.020
       0:00.014	 -0.055	  0.000	  0.055	  0.025	  0.030	 -0.055	  0.020	  0.040	-79.960	  0.060	  0.100	 -0.020
       0:00.016	 -0.050	 -0.010	  0.040	  0.030	  0.015	 -0.045	  0.030	  0.035	-79.960	  0.055	  0.090	 -0.020
       0:00.018	 -0.035	  0.000	  0.035	  0.015	  0.020	 -0.035	  0.030	  0.030	-79.960	  0.050	  0.075	 -0.030
       0:00.020	 -0.015	  0.000	  0.015	  0.005	  0.010	 -0.015	  0.015	  0.020	-79.960	  0.050	  0.070	 -0.035
       0:00.022	 -0.015	  0.000	  0.015	  0.005	  0.010	 -0.015	  0.015	  0.020	-79.960	  0.055	  0.075	 -0.035
       0:00.024	 -0.020	  0.010	  0.030	  0.005	  0.020	 -0.025	  0.015	  0.020	-79.960	  0.070	  0.080	 -0.030
       0:00.026	 -0.040	  0.010	  0.050	  0.015	  0.030	 -0.045	  0.020	  0.020	-79.960	  0.075	  0.080	 -0.020
       0:00.028	 -0.055	  0.000	  0.055	  0.025	  0.030	 -0.055	  0.030	  0.020	-79.960	  0.075	  0.080	 -0.020
