   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	  2.120	  1.580	 -0.540	 -1.850	  0.520	  1.330	 -0.600	 -1.680	 -4.320	 -4.640	  0.880	  2.920
       0:00.002	  1.930	  1.200	 -0.730	 -1.565	  0.235	  1.330	 -0.650	 -1.480	 -3.920	 -3.955	  0.550	  2.060
       0:00.004	  1.700	  0.955	 -0.745	 -1.325	  0.105	  1.220	 -0.675	 -1.330	 -3.510	 -3.335	 -0.160	  0.880
       0:00.006	  1.490	  0.890	 -0.600	 -1.190	  0.145	  1.045	 -0.680	 -1.240	 -3.120	 -2.815	 -1.075	 -0.295
       0:00.008	  1.350	  0.960	 -0.390	 -1.155	  0.285	  0.870	 -0.650	 -1.210	 -2.800	 -2.390	 -1.720	 -0.940
       0:00.010	  1.290	  1.090	 -0.200	 -1.190	  0.445	  0.745	 -0.600	 -1.190	 -2.530	 -2.000	 -1.900	 -1.055
       0:00.012	  1.260	  1.220	 -0.040	 -1.240	  0.590	  0.650	 -0.555	 -1.140	 -2.250	 -1.610	 -1.770	 -0.970
       0:00.014	  1.235	  1.375	  0.140	 -1.305	  0.755	  0.545	 -0.535	 -1.030	 -1.920	 -1.180	 -1.530	 -0.870
       0:00.016	  1.210	  1.555	  0.345	 -1.380	  0.950	  0.430	 -0.555	 -0.870	 -1.590	 -0.730	 -1.255	 -0.760
       0:00.018	  1.190	  1.740	  0.550	 -1.465	  1.145	  0.320	 -0.595	 -0.675	 -1.260	 -0.270	 -0.955	 -0.635
       0:00.020	  1.175	  1.930	  0.755	 -1.550	  1.340	  0.210	 -0.635	 -0.490	 -0.975	  0.170	 -0.670	 -0.535
       0:00.022	  1.160	  2.095	  0.935	 -1.625	  1.515	  0.110	 -0.650	 -0.330	 -0.720	  0.550	 -0.415	 -0.450
       0:00.024	  1.155	  2.235	  1.080	 -1.695	  1.655	  0.035	 -0.630	 -0.215	 -0.520	  0.855	 -0.235	 -0.390
       0:00.026	  1.150	  2.320	  1.170	 -1.735	  1.745	 -0.010	 -0.580	 -0.130	 -0.350	  1.100	 -0.120	 -0.335
       0:00.028	  1.140	  2.340	  1.200	 -1.740	  1.770	 -0.030	 -0.535	 -0.055	 -0.190	  1.310	 -0.050	 -0.290
       0:00.030	  1.135	  2.340	  1.205	 -1.735	  1.770	 -0.035	 -0.510	  0.000	 -0.040	  1.475	  0.010	 -0.255
       0:00.032	  1.140	  2.370	  1.230	 -1.755	  1.800	 -0.045	 -0.515	  0.000	  0.060	  1.590	  0.035	 -0.255
       0:00.034	  1.170	  2.450	  1.280	 -1.810	  1.865	 -0.055	 -0.540	 -0.040	  0.095	  1.635	  0.050	 -0.275
       0:00.036	  1.195	  2.560	  1.365	 -1.875	  1.960	 -0.085	 -0.580	 -0.090	  0.080	  1.650	  0.060	 -0.300
       0:00.038	  1.230	  2.690	  1.460	 -1.960	  2.075	 -0.115	 -0.610	 -0.130	  0.050	  1.635	  0.075	 -0.330
       0:00.040	  1.255	  2.810	  1.555	 -2.030	  2.180	 -0.150	 -0.600	 -0.155	  0.030	  1.635	  0.090	 -0.355
       0:00.042	  1.270	  2.880	  1.610	 -2.075	  2.245	 -0.170	 -0.560	 -0.170	  0.050	  1.655	  0.115	 -0.380
       0:00.044	  1.255	  2.915	  1.660	 -2.085	  2.285	 -0.205	 -0.510	 -0.155	  0.095	  1.700	  0.160	 -0.395
       0:00.046	  1.235	  2.930	  1.695	 -2.080	  2.310	 -0.230	 -0.475	 -0.130	  0.160	  1.760	  0.215	 -0.415
       0:00.048	  1.220	  2.975	  1.755	 -2.095	  2.365	 -0.270	 -0.470	 -0.120	  0.190	  1.800	  0.235	 -0.440
       0:00.050	  1.235	  3.055	  1.820	 -2.145	  2.435	 -0.295	 -0.495	 -0.150	  0.170	  1.820	  0.200	 -0.490
       0:00.052	  1.260	  3.155	  1.895	 -2.205	  2.525	 -0.320	 -0.535	 -0.200	  0.080	  1.830	  0.115	 -0.530
       0:00.054	  1.300	  3.275	  1.975	 -2.285	  2.625	 -0.340	 -0.570	 -0.255	 -0.040	  1.835	  0.000	 -0.560
       0:00.056	  1.340	  3.395	  2.055	 -2.365	  2.725	 -0.360	 -0.570	 -0.310	 -0.180	  1.840	 -0.115	 -0.590
       0:00.058	  1.360	  3.490	  2.130	 -2.425	  2.810	 -0.385	 -0.535	 -0.355	 -0.300	  1.835	 -0.200	 -0.610
       0:00.060	  1.370	  3.550	  2.180	 -2.460	  2.865	 -0.405	 -0.460	 -0.400	 -0.390	  1.810	 -0.255	 -0.630
