   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -0.100	 -0.120	 -0.020	  0.110	 -0.070	 -0.040	  0.000	 -2.940	  0.000	 -0.120	  1.180	 -0.180
       0:00.002	 -0.115	 -0.130	 -0.015	  0.120	 -0.070	 -0.050	  0.000	 -2.915	  0.000	 -0.120	  1.175	 -0.190
       0:00.004	 -0.130	 -0.140	 -0.010	  0.135	 -0.075	 -0.060	  0.000	 -2.875	 -0.010	 -0.120	  1.140	 -0.200
       0:00.006	 -0.130	 -0.150	 -0.020	  0.140	 -0.085	 -0.055	  0.000	 -2.835	 -0.010	 -0.115	  1.090	 -0.210
       0:00.008	 -0.120	 -0.140	 -0.020	  0.130	 -0.080	 -0.050	  0.000	 -2.815	 -0.010	 -0.110	  1.015	 -0.210
       0:00.010	 -0.110	 -0.130	 -0.020	  0.120	 -0.075	 -0.045	  0.000	 -2.820	  0.010	 -0.090	  0.955	 -0.195
       0:00.012	 -0.095	 -0.115	 -0.020	  0.105	 -0.065	 -0.035	  0.000	 -2.850	  0.015	 -0.075	  0.915	 -0.195
       0:00.014	 -0.095	 -0.110	 -0.015	  0.100	 -0.060	 -0.040	  0.000	 -2.875	  0.020	 -0.060	  0.910	 -0.200
       0:00.016	 -0.100	 -0.100	  0.000	  0.100	 -0.050	 -0.050	  0.000	 -2.895	  0.020	 -0.060	  0.930	 -0.210
       0:00.018	 -0.115	 -0.115	  0.000	  0.115	 -0.055	 -0.055	  0.000	 -2.880	  0.020	 -0.060	  0.940	 -0.215
       0:00.020	 -0.130	 -0.130	  0.000	  0.130	 -0.065	 -0.065	  0.000	 -2.840	  0.015	 -0.070	  0.935	 -0.220
       0:00.022	 -0.130	 -0.140	 -0.010	  0.135	 -0.075	 -0.060	  0.000	 -2.795	  0.010	 -0.070	  0.890	 -0.230
       0:00.024	 -0.130	 -0.140	 -0.010	  0.135	 -0.075	 -0.060	  0.000	 -2.775	  0.010	 -0.070	  0.815	 -0.230
       0:00.026	 -0.120	 -0.140	 -0.020	  0.130	 -0.080	 -0.050	  0.000	 -2.780	  0.010	 -0.055	  0.735	 -0.220
       0:00.028	 -0.115	 -0.135	 -0.020	  0.125	 -0.075	 -0.045	  0.000	 -2.800	  0.015	 -0.040	  0.675	 -0.220
       0:00.030	 -0.110	 -0.130	 -0.020	  0.120	 -0.075	 -0.045	  0.000	 -2.820	  0.020	 -0.030	  0.655	 -0.215
       0:00.032	 -0.095	 -0.120	 -0.025	  0.105	 -0.070	 -0.035	  0.000	 -2.835	  0.035	 -0.020	  0.670	 -0.210
       0:00.034	 -0.095	 -0.120	 -0.025	  0.105	 -0.070	 -0.035	  0.000	 -2.835	  0.035	 -0.020	  0.695	 -0.210
       0:00.036	 -0.110	 -0.135	 -0.025	  0.120	 -0.080	 -0.040	  0.000	 -2.810	  0.030	 -0.030	  0.700	 -0.215
       0:00.038	 -0.120	 -0.140	 -0.020	  0.130	 -0.080	 -0.050	  0.000	 -2.770	  0.010	 -0.035	  0.660	 -0.230
       0:00.040	 -0.120	 -0.150	 -0.030	  0.135	 -0.090	 -0.045	  0.000	 -2.730	 -0.010	 -0.040	  0.590	 -0.235
       0:00.042	 -0.120	 -0.140	 -0.020	  0.130	 -0.080	 -0.050	  0.000	 -2.720	 -0.015	 -0.040	  0.510	 -0.240
       0:00.044	 -0.120	 -0.135	 -0.015	  0.125	 -0.075	 -0.050	  0.000	 -2.735	  0.000	 -0.030	  0.455	 -0.235
       0:00.046	 -0.120	 -0.120	  0.000	  0.120	 -0.060	 -0.060	  0.000	 -2.760	  0.020	 -0.010	  0.435	 -0.220
       0:00.048	 -0.100	 -0.110	 -0.010	  0.105	 -0.060	 -0.045	  0.000	 -2.780	  0.035	  0.020	  0.450	 -0.210
       0:00.050	 -0.080	 -0.100	 -0.020	  0.090	 -0.060	 -0.030	  0.000	 -2.780	  0.035	  0.030	  0.480	 -0.200
