   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	  0.040	 -0.040	 -0.080	  0.000	 -0.060	  0.060	 -0.020	 -0.080	  0.420	 -5.080	  0.060	 -0.240
       0:00.002	  0.070	 -0.020	 -0.090	 -0.025	 -0.055	  0.080	 -0.020	 -0.090	  0.430	 -5.115	  0.050	 -0.255
       0:00.004	  0.080	 -0.020	 -0.100	 -0.030	 -0.060	  0.090	 -0.015	 -0.090	  0.450	 -5.135	  0.055	 -0.255
       0:00.006	  0.080	 -0.030	 -0.110	 -0.025	 -0.070	  0.095	 -0.010	 -0.090	  0.470	 -5.135	  0.070	 -0.255
       0:00.008	  0.070	 -0.035	 -0.105	 -0.015	 -0.070	  0.090	  0.000	 -0.080	  0.475	 -5.120	  0.080	 -0.260
       0:00.010	  0.070	 -0.035	 -0.105	 -0.015	 -0.070	  0.090	  0.010	 -0.080	  0.470	 -5.100	  0.080	 -0.275
       0:00.012	  0.060	 -0.040	 -0.100	 -0.010	 -0.070	  0.080	  0.015	 -0.090	  0.460	 -5.080	  0.090	 -0.280
       0:00.014	  0.060	 -0.055	 -0.115	  0.000	 -0.085	  0.090	  0.015	 -0.100	  0.455	 -5.060	  0.095	 -0.280
       0:00.016	  0.055	 -0.050	 -0.105	  0.000	 -0.080	  0.080	  0.000	 -0.120	  0.440	 -5.050	  0.100	 -0.295
       0:00.018	  0.055	 -0.040	 -0.095	 -0.005	 -0.070	  0.075	 -0.010	 -0.135	  0.435	 -5.050	  0.100	 -0.310
       0:00.020	  0.055	 -0.040	 -0.095	 -0.005	 -0.070	  0.075	  0.000	 -0.135	  0.440	 -5.060	  0.110	 -0.315
       0:00.022	  0.070	 -0.055	 -0.125	 -0.005	 -0.090	  0.100	  0.015	 -0.135	  0.455	 -5.070	  0.115	 -0.315
       0:00.024	  0.080	 -0.060	 -0.140	 -0.010	 -0.100	  0.110	  0.015	 -0.140	  0.460	 -5.060	  0.130	 -0.315
       0:00.026	  0.090	 -0.040	 -0.130	 -0.025	 -0.085	  0.110	  0.010	 -0.155	  0.455	 -5.035	  0.130	 -0.330
       0:00.028	  0.080	 -0.030	 -0.110	 -0.025	 -0.070	  0.095	  0.000	 -0.160	  0.450	 -5.010	  0.130	 -0.340
       0:00.030	  0.070	 -0.030	 -0.100	 -0.020	 -0.065	  0.085	 -0.010	 -0.170	  0.440	 -4.980	  0.120	 -0.360
       0:00.032	  0.040	 -0.050	 -0.090	  0.005	 -0.070	  0.065	 -0.020	 -0.175	  0.440	 -4.975	  0.120	 -0.390
       0:00.034	  0.000	 -0.070	 -0.070	  0.035	 -0.070	  0.035	 -0.030	 -0.180	  0.440	 -4.975	  0.130	 -0.415
       0:00.036	 -0.020	 -0.060	 -0.040	  0.040	 -0.050	  0.010	 -0.030	 -0.175	  0.440	 -4.980	  0.140	 -0.440
       0:00.038	 -0.015	 -0.040	 -0.025	  0.025	 -0.030	  0.005	 -0.020	 -0.160	  0.450	 -4.980	  0.155	 -0.460
       0:00.040	  0.000	 -0.030	 -0.030	  0.015	 -0.030	  0.015	 -0.015	 -0.140	  0.450	 -4.980	  0.160	 -0.475
       0:00.042	 -0.010	 -0.050	 -0.040	  0.030	 -0.045	  0.015	 -0.010	 -0.120	  0.440	 -4.970	  0.170	 -0.475
       0:00.044	 -0.020	 -0.075	 -0.055	  0.045	 -0.065	  0.020	  0.000	 -0.115	  0.420	 -4.950	  0.175	 -0.475
       0:00.046	 -0.015	 -0.070	 -0.055	  0.040	 -0.060	  0.020	  0.000	 -0.110	  0.410	 -4.915	  0.180	 -0.475
       0:00.048	  0.015	 -0.035	 -0.050	  0.010	 -0.045	  0.035	  0.000	 -0.110	  0.400	 -4.890	  0.190	 -0.475
       0:00.050	  0.030	 -0.030	 -0.060	  0.000	 -0.045	  0.045	  0.010	 -0.090	  0.400	 -4.870	  0.200	 -0.460
       0:00.052	  0.020	 -0.040	 -0.060	  0.010	 -0.050	  0.040	  0.010	 -0.075	  0.395	 -4.875	  0.210	 -0.455
       0:00.054	 -0.010	 -0.050	 -0.040	  0.030	 -0.045	  0.015	  0.010	 -0.070	  0.380	 -4.895	  0.210	 -0.460
       0:00.056	 -0.015	 -0.035	 -0.020	  0.025	 -0.025	  0.005	  0.010	 -0.070	  0.375	 -4.910	  0.210	 -0.470
       0:00.058	 -0.010	 -0.020	 -0.010	  0.015	 -0.015	  0.000	  0.015	 -0.070	  0.370	 -4.910	  0.215	 -0.475
       0:00.060	  0.010	 -0.030	 -0.040	  0.010	 -0.035	  0.025	  0.020	 -0.070	  0.360	 -4.895	  0.215	 -0.480
       0:00.062	  0.010	 -0.030	 -0.040	  0.010	 -0.035	  0.025	  0.020	 -0.075	  0.350	 -4.880	  0.215	 -0.490
       0:00.064	  0.000	 -0.035	 -0.035	  0.015	 -0.035	  0.020	  0.020	 -0.075	  0.340	 -4.860	  0.215	 -0.490
       0:00.066	  0.020	 -0.035	 -0.055	  0.005	 -0.045	  0.040	  0.030	 -0.070	  0.340	 -4.855	  0.220	 -0.480
       0:00.068	  0.040	 -0.020	 -0.060	 -0.010	 -0.040	  0.050	  0.020	 -0.060	  0.330	 -4.875	  0.215	 -0.495
       0:00.070	  0.030	 -0.015	 -0.045	 -0.005	 -0.030	  0.040	  0.010	 -0.070	  0.315	 -4.900	  0.210	 -0.510
       0:00.072	 -0.015	 -0.015	  0.000	  0.015	 -0.005	 -0.005	  0.000	 -0.060	  0.310	 -4.915	  0.210	 -0.515
       0:00.074	 -0.020	 -0.020	  0.000	  0.020	 -0.010	 -0.010	  0.010	 -0.055	  0.315	 -4.900	  0.215	 -0.510
       0:00.076	  0.015	 -0.030	 -0.045	  0.005	 -0.040	  0.030	  0.020	 -0.040	  0.320	 -4.880	  0.220	 -0.510
       0:00.078	  0.035	 -0.040	 -0.075	  0.000	 -0.060	  0.055	  0.015	 -0.050	  0.315	 -4.860	  0.220	 -0.515
       0:00.080	  0.010	 -0.040	 -0.050	  0.015	 -0.045	  0.030	  0.000	 -0.060	  0.300	 -4.855	  0.210	 -0.530
       0:00.082	 -0.030	 -0.030	  0.000	  0.030	 -0.015	 -0.015	 -0.015	 -0.075	  0.280	 -4.855	  0.195	 -0.540
       0:00.084	 -0.035	 -0.030	  0.005	  0.030	 -0.010	 -0.020	 -0.015	 -0.075	  0.275	 -4.850	  0.195	 -0.540
       0:00.086	 -0.010	 -0.050	 -0.040	  0.030	 -0.045	  0.015	  0.000	 -0.060	  0.275	 -4.840	  0.210	 -0.535
       0:00.088	  0.040	 -0.050	 -0.090	  0.005	 -0.070	  0.065	  0.000	 -0.060	  0.275	 -4.840	  0.210	 -0.535
       0:00.090	  0.070	 -0.030	 -0.100	 -0.020	 -0.065	  0.085	  0.000	 -0.060	  0.275	 -4.850	  0.200	 -0.540
       0:00.092	  0.055	 -0.020	 -0.075	 -0.015	 -0.050	  0.065	  0.000	 -0.060	  0.275	 -4.835	  0.200	 -0.550
       0:00.094	  0.030	 -0.030	 -0.060	  0.000	 -0.045	  0.045	  0.015	 -0.050	  0.280	 -4.800	  0.210	 -0.540
       0:00.096	  0.015	 -0.020	 -0.035	  0.000	 -0.030	  0.025	  0.020	 -0.040	  0.275	 -4.770	  0.215	 -0.540
       0:00.098	  0.020	  0.000	 -0.020	 -0.010	 -0.010	  0.020	  0.030	 -0.035	  0.275	 -4.735	  0.220	 -0.535
       0:00.100	  0.015	  0.015	  0.000	 -0.015	  0.005	  0.005	  0.035	 -0.030	  0.275	 -4.715	  0.235	 -0.520
       0:00.102	  0.010	  0.000	 -0.010	 -0.005	 -0.005	  0.010	  0.040	 -0.020	  0.275	 -4.710	  0.235	 -0.515
       0:00.104	 -0.010	 -0.020	 -0.010	  0.015	 -0.015	  0.000	  0.040	 -0.030	  0.270	 -4.720	  0.230	 -0.520
       0:00.106	 -0.010	 -0.035	 -0.025	  0.020	 -0.030	  0.010	  0.030	 -0.040	  0.250	 -4.750	  0.215	 -0.540
       0:00.108	  0.000	 -0.040	 -0.040	  0.020	 -0.040	  0.020	  0.010	 -0.060	  0.230	 -4.770	  0.200	 -0.560
       0:00.110	 -0.010	 -0.060	 -0.050	  0.035	 -0.055	  0.020	  0.000	 -0.070	  0.215	 -4.760	  0.195	 -0.560
       0:00.112	 -0.020	 -0.075	 -0.055	  0.045	 -0.065	  0.020	  0.000	 -0.070	  0.215	 -4.730	  0.195	 -0.555
       0:00.114	 -0.035	 -0.075	 -0.040	  0.055	 -0.055	  0.005	  0.010	 -0.060	  0.215	 -4.695	  0.200	 -0.550
       0:00.116	 -0.015	 -0.060	 -0.045	  0.035	 -0.050	  0.015	  0.000	 -0.060	  0.210	 -4.680	  0.200	 -0.555
       0:00.118	  0.010	 -0.050	 -0.060	  0.020	 -0.055	  0.035	  0.010	 -0.055	  0.210	 -4.675	  0.210	 -0.555
       0:00.120	  0.010	 -0.015	 -0.025	  0.000	 -0.020	  0.020	  0.020	 -0.050	  0.215	 -4.670	  0.215	 -0.540
       0:00.122	 -0.010	  0.000	  0.010	  0.005	  0.005	 -0.010	  0.035	 -0.035	  0.220	 -4.655	  0.230	 -0.520
       0:00.124	 -0.010	 -0.015	 -0.005	  0.010	 -0.010	  0.000	  0.050	 -0.015	  0.230	 -4.635	  0.250	 -0.510
       0:00.126	  0.020	 -0.035	 -0.055	  0.005	 -0.045	  0.040	  0.050	  0.000	  0.235	 -4.610	  0.260	 -0.500
       0:00.128	  0.055	 -0.015	 -0.070	 -0.020	 -0.045	  0.065	  0.040	 -0.010	  0.220	 -4.595	  0.260	 -0.510
       0:00.130	  0.050	  0.000	 -0.050	 -0.025	 -0.025	  0.050	  0.035	 -0.020	  0.200	 -4.590	  0.250	 -0.515
       0:00.132	  0.015	 -0.030	 -0.045	  0.005	 -0.040	  0.030	  0.035	 -0.030	  0.180	 -4.575	  0.250	 -0.515
       0:00.134	 -0.015	 -0.060	 -0.045	  0.035	 -0.050	  0.015	  0.030	 -0.030	  0.175	 -4.570	  0.250	 -0.515
       0:00.136	 -0.010	 -0.055	 -0.045	  0.030	 -0.050	  0.020	  0.015	 -0.035	  0.160	 -4.570	  0.250	 -0.520
       0:00.138	  0.010	 -0.030	 -0.040	  0.010	 -0.035	  0.025	  0.010	 -0.035	  0.155	 -4.575	  0.250	 -0.530
       0:00.140	  0.015	 -0.015	 -0.030	  0.000	 -0.025	  0.025	  0.015	 -0.030	  0.155	 -4.560	  0.255	 -0.520
       0:00.142	  0.015	 -0.020	 -0.035	  0.000	 -0.030	  0.025	  0.020	 -0.020	  0.160	 -4.540	  0.260	 -0.510
       0:00.144	  0.030	 -0.035	 -0.065	  0.000	 -0.050	  0.050	  0.020	 -0.020	  0.160	 -4.520	  0.260	 -0.500
       0:00.146	  0.035	 -0.040	 -0.075	  0.000	 -0.060	  0.055	  0.020	 -0.020	  0.155	 -4.500	  0.270	 -0.500
       0:00.148	  0.040	 -0.020	 -0.060	 -0.010	 -0.040	  0.050	  0.020	 -0.020	  0.155	 -4.480	  0.275	 -0.500
       0:00.150	  0.040	  0.010	 -0.030	 -0.025	 -0.010	  0.035	  0.030	 -0.020	  0.155	 -4.460	  0.290	 -0.500
       0:00.152	  0.020	  0.015	 -0.005	 -0.015	  0.005	  0.010	  0.030	 -0.015	  0.160	 -4.455	  0.295	 -0.500
       0:00.154	 -0.010	 -0.020	 -0.010	  0.015	 -0.015	  0.000	  0.035	  0.000	  0.170	 -4.450	  0.310	 -0.495
       0:00.156	 -0.020	 -0.055	 -0.035	  0.035	 -0.045	  0.010	  0.035	  0.010	  0.175	 -4.440	  0.315	 -0.490
       0:00.158	 -0.020	 -0.055	 -0.035	  0.035	 -0.045	  0.010	  0.040	  0.010	  0.175	 -4.420	  0.320	 -0.480
       0:00.160	 -0.015	 -0.040	 -0.025	  0.025	 -0.030	  0.005	  0.040	  0.000	  0.175	 -4.395	  0.320	 -0.490
       0:00.162	 -0.015	 -0.040	 -0.025	  0.025	 -0.030	  0.005	  0.035	 -0.010	  0.160	 -4.370	  0.320	 -0.495
       0:00.164	  0.000	 -0.060	 -0.060	  0.030	 -0.060	  0.030	  0.020	 -0.020	  0.155	 -4.350	  0.320	 -0.500
       0:00.166	  0.015	 -0.075	 -0.090	  0.030	 -0.085	  0.055	  0.010	 -0.030	  0.140	 -4.335	  0.330	 -0.500
       0:00.168	  0.010	 -0.050	 -0.060	  0.020	 -0.055	  0.035	 -0.010	 -0.035	  0.140	 -4.340	  0.330	 -0.510
       0:00.170	 -0.030	 -0.020	  0.010	  0.025	 -0.005	 -0.020	 -0.010	 -0.030	  0.140	 -4.350	  0.335	 -0.515
       0:00.172	 -0.060	 -0.030	  0.030	  0.045	  0.000	 -0.045	 -0.010	 -0.030	  0.150	 -4.350	  0.340	 -0.510
       0:00.174	 -0.060	 -0.040	  0.020	  0.050	 -0.010	 -0.040	  0.000	 -0.015	  0.160	 -4.320	  0.360	 -0.490
       0:00.176	 -0.030	 -0.020	  0.010	  0.025	 -0.005	 -0.020	 -0.010	 -0.010	  0.170	 -4.280	  0.375	 -0.470
       0:00.178	  0.015	  0.035	  0.020	 -0.025	  0.025	 -0.005	 -0.015	  0.000	  0.170	 -4.240	  0.390	 -0.460
       0:00.180	  0.035	  0.060	  0.025	 -0.045	  0.040	  0.005	 -0.015	  0.010	  0.170	 -4.200	  0.400	 -0.455
