   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	  0.060	  0.060	  0.000	 -0.060	  0.030	  0.030	  0.020	  0.040	  0.080	  0.060	 -0.060	  0.180
       0:00.002	  0.050	  0.075	  0.025	 -0.060	  0.050	  0.010	  0.015	  0.040	  0.070	  0.055	 -0.050	  0.175
       0:00.004	  0.040	  0.080	  0.040	 -0.060	  0.060	  0.000	  0.010	  0.040	  0.060	  0.055	 -0.050	  0.170
       0:00.006	  0.040	  0.075	  0.035	 -0.055	  0.055	  0.000	  0.010	  0.040	  0.055	  0.060	 -0.050	  0.170
       0:00.008	  0.050	  0.070	  0.020	 -0.060	  0.045	  0.015	  0.015	  0.040	  0.055	  0.060	 -0.040	  0.175
       0:00.010	  0.055	  0.060	  0.005	 -0.055	  0.030	  0.025	  0.020	  0.040	  0.050	  0.055	 -0.035	  0.180
       0:00.012	  0.070	  0.055	 -0.015	 -0.060	  0.020	  0.040	  0.020	  0.035	  0.050	  0.040	 -0.040	  0.175
       0:00.014	  0.060	  0.050	 -0.010	 -0.055	  0.020	  0.035	  0.015	  0.035	  0.040	  0.040	 -0.055	  0.160
       0:00.016	  0.055	  0.035	 -0.020	 -0.045	  0.005	  0.035	  0.015	  0.040	  0.050	  0.040	 -0.055	  0.155
       0:00.018	  0.050	  0.035	 -0.015	 -0.040	  0.010	  0.030	  0.015	  0.050	  0.050	  0.040	 -0.050	  0.150
       0:00.020	  0.055	  0.035	 -0.020	 -0.045	  0.005	  0.035	  0.015	  0.050	  0.050	  0.040	 -0.050	  0.150
       0:00.022	  0.060	  0.040	 -0.020	 -0.050	  0.010	  0.040	  0.010	  0.040	  0.050	  0.040	 -0.055	  0.140
       0:00.024	  0.055	  0.035	 -0.020	 -0.045	  0.005	  0.035	  0.000	  0.040	  0.055	  0.035	 -0.060	  0.140
       0:00.026	  0.050	  0.030	 -0.020	 -0.040	  0.005	  0.035	  0.000	  0.040	  0.060	  0.030	 -0.060	  0.140
       0:00.028	  0.040	  0.020	 -0.020	 -0.030	  0.000	  0.030	  0.010	  0.050	  0.060	  0.030	 -0.060	  0.135
       0:00.030	  0.040	  0.015	 -0.025	 -0.025	 -0.005	  0.030	  0.015	  0.050	  0.060	  0.030	 -0.060	  0.130
       0:00.032	  0.040	  0.020	 -0.020	 -0.030	  0.000	  0.030	  0.020	  0.050	  0.055	  0.020	 -0.070	  0.115
