   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -0.060	 -0.040	  0.020	  0.050	 -0.010	 -0.040	  0.100	  0.060	 48.780	  0.000	 -0.080	 -0.100
       0:00.002	 -0.090	 -0.070	  0.020	  0.080	 -0.025	 -0.055	  0.090	  0.050	 49.455	 -0.020	 -0.110	 -0.115
       0:00.004	 -0.090	 -0.080	  0.010	  0.085	 -0.035	 -0.050	  0.080	  0.050	 48.760	 -0.030	 -0.115	 -0.120
       0:00.006	 -0.080	 -0.090	 -0.010	  0.085	 -0.050	 -0.035	  0.080	  0.055	 46.910	 -0.030	 -0.110	 -0.120
       0:00.008	 -0.075	 -0.080	 -0.005	  0.075	 -0.040	 -0.035	  0.075	  0.050	 44.880	 -0.030	 -0.100	 -0.120
       0:00.010	 -0.095	 -0.090	  0.005	  0.090	 -0.040	 -0.050	  0.070	  0.040	 43.070	 -0.030	 -0.110	 -0.120
       0:00.012	 -0.115	 -0.100	  0.015	  0.105	 -0.040	 -0.065	  0.060	  0.035	 41.670	 -0.035	 -0.110	 -0.120
       0:00.014	 -0.120	 -0.115	  0.005	  0.115	 -0.055	 -0.060	  0.070	  0.040	 41.100	 -0.030	 -0.110	 -0.130
       0:00.016	 -0.120	 -0.115	  0.005	  0.115	 -0.055	 -0.060	  0.080	  0.050	 41.255	 -0.030	 -0.100	 -0.120
       0:00.018	 -0.115	 -0.100	  0.015	  0.105	 -0.040	 -0.065	  0.090	  0.055	 41.515	 -0.020	 -0.100	 -0.115
       0:00.020	 -0.095	 -0.090	  0.005	  0.090	 -0.040	 -0.050	  0.095	  0.055	 41.515	 -0.020	 -0.100	 -0.110
       0:00.022	 -0.080	 -0.095	 -0.015	  0.085	 -0.055	 -0.030	  0.095	  0.050	 41.315	 -0.030	 -0.100	 -0.115
       0:00.024	 -0.090	 -0.110	 -0.020	  0.100	 -0.065	 -0.035	  0.095	  0.040	 41.140	 -0.035	 -0.110	 -0.120
       0:00.026	 -0.095	 -0.100	 -0.005	  0.095	 -0.050	 -0.045	  0.090	  0.035	 41.020	 -0.040	 -0.110	 -0.115
       0:00.028	 -0.090	 -0.080	  0.010	  0.085	 -0.035	 -0.050	  0.090	  0.035	 41.030	 -0.035	 -0.095	 -0.110
       0:00.030	 -0.080	 -0.075	  0.005	  0.075	 -0.035	 -0.040	  0.090	  0.035	 41.410	 -0.030	 -0.090	 -0.110
       0:00.032	 -0.090	 -0.095	 -0.005	  0.090	 -0.050	 -0.040	  0.090	  0.035	 42.140	 -0.020	 -0.095	 -0.110
       0:00.034	 -0.100	 -0.110	 -0.010	  0.105	 -0.060	 -0.045	  0.080	  0.030	 42.755	 -0.030	 -0.110	 -0.110
       0:00.036	 -0.090	 -0.095	 -0.005	  0.090	 -0.050	 -0.040	  0.090	  0.035	 42.895	 -0.030	 -0.100	 -0.100
       0:00.038	 -0.080	 -0.080	  0.000	  0.080	 -0.040	 -0.040	  0.095	  0.040	 42.795	 -0.030	 -0.090	 -0.100
       0:00.040	 -0.080	 -0.080	  0.000	  0.080	 -0.040	 -0.040	  0.100	  0.050	 42.795	 -0.020	 -0.080	 -0.100
       0:00.042	 -0.095	 -0.090	  0.005	  0.090	 -0.040	 -0.050	  0.095	  0.050	 42.890	 -0.020	 -0.080	 -0.095
       0:00.044	 -0.095	 -0.090	  0.005	  0.090	 -0.040	 -0.050	  0.080	  0.040	 42.940	 -0.030	 -0.090	 -0.095
