   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -0.140	 -0.120	  0.020	  0.130	 -0.050	 -0.080	  0.160	  0.100	  0.020	 -0.020	 -0.080	 -0.080
       0:00.002	 -0.135	 -0.110	  0.025	  0.120	 -0.040	 -0.080	  0.160	  0.095	  0.020	 -0.020	 -0.070	 -0.080
       0:00.004	 -0.130	 -0.100	  0.030	  0.115	 -0.035	 -0.080	  0.155	  0.090	  0.020	 -0.020	 -0.060	 -0.080
       0:00.006	 -0.115	 -0.095	  0.020	  0.105	 -0.035	 -0.065	  0.140	  0.080	  0.020	 -0.015	 -0.055	 -0.080
       0:00.008	 -0.110	 -0.090	  0.020	  0.100	 -0.035	 -0.065	  0.130	  0.080	  0.030	 -0.015	 -0.050	 -0.080
       0:00.010	 -0.095	 -0.075	  0.020	  0.085	 -0.025	 -0.055	  0.115	  0.075	  0.035	 -0.010	 -0.040	 -0.075
       0:00.012	 -0.090	 -0.070	  0.020	  0.080	 -0.025	 -0.055	  0.110	  0.070	  0.040	 -0.010	 -0.040	 -0.070
       0:00.014	 -0.080	 -0.060	  0.020	  0.070	 -0.020	 -0.050	  0.100	  0.070	  0.040	  0.010	 -0.035	 -0.055
       0:00.016	 -0.080	 -0.055	  0.025	  0.065	 -0.015	 -0.050	  0.095	  0.070	  0.040	  0.010	 -0.030	 -0.055
       0:00.018	 -0.080	 -0.050	  0.030	  0.065	 -0.010	 -0.055	  0.090	  0.070	  0.040	  0.015	 -0.020	 -0.055
       0:00.020	 -0.075	 -0.040	  0.035	  0.055	  0.000	 -0.055	  0.090	  0.060	  0.040	  0.015	 -0.030	 -0.055
       0:00.022	 -0.070	 -0.040	  0.030	  0.055	 -0.005	 -0.050	  0.090	  0.060	  0.040	  0.020	 -0.020	 -0.050
       0:00.024	 -0.055	 -0.035	  0.020	  0.045	 -0.005	 -0.035	  0.090	  0.060	  0.040	  0.020	 -0.015	 -0.035
       0:00.026	 -0.050	 -0.030	  0.020	  0.040	 -0.005	 -0.035	  0.080	  0.060	  0.040	  0.020	  0.000	 -0.030
