   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	 -0.240	 -0.060	  0.180	  0.150	  0.060	 -0.210	  2.180	  0.600	  0.320	  0.200	 -0.020	-79.960
       0:00.002	 -0.230	 -0.055	  0.175	  0.140	  0.060	 -0.200	  2.175	  0.595	  0.315	  0.180	 -0.035	-79.960
       0:00.004	 -0.220	 -0.060	  0.160	  0.140	  0.050	 -0.190	  2.160	  0.590	  0.310	  0.175	 -0.035	-79.960
       0:00.006	 -0.220	 -0.075	  0.145	  0.145	  0.035	 -0.180	  2.140	  0.575	  0.310	  0.175	 -0.030	-79.960
       0:00.008	 -0.210	 -0.075	  0.135	  0.140	  0.030	 -0.170	  2.130	  0.575	  0.315	  0.190	 -0.015	-79.960
       0:00.010	 -0.195	 -0.060	  0.135	  0.125	  0.040	 -0.165	  2.110	  0.575	  0.320	  0.195	 -0.010	-79.960
       0:00.012	 -0.190	 -0.050	  0.140	  0.120	  0.045	 -0.165	  2.095	  0.590	  0.320	  0.210	  0.010	-79.960
       0:00.014	 -0.190	 -0.050	  0.140	  0.120	  0.045	 -0.165	  2.070	  0.590	  0.320	  0.215	  0.015	-79.960
       0:00.016	 -0.195	 -0.055	  0.140	  0.125	  0.045	 -0.165	  2.050	  0.590	  0.315	  0.215	  0.020	-79.960
       0:00.018	 -0.195	 -0.060	  0.135	  0.125	  0.040	 -0.165	  2.020	  0.575	  0.315	  0.210	  0.020	-79.960
       0:00.020	 -0.190	 -0.055	  0.135	  0.120	  0.040	 -0.160	  2.010	  0.560	  0.310	  0.200	  0.020	-79.960
       0:00.022	 -0.155	 -0.050	  0.105	  0.100	  0.030	 -0.130	  1.995	  0.550	  0.310	  0.200	  0.020	-79.960
       0:00.024	 -0.130	 -0.040	  0.090	  0.085	  0.025	 -0.110	  1.975	  0.535	  0.300	  0.200	  0.030	-79.960
       0:00.026	 -0.115	 -0.050	  0.065	  0.080	  0.010	 -0.090	  1.950	  0.520	  0.295	  0.195	  0.030	-79.960
       0:00.028	 -0.115	 -0.055	  0.060	  0.085	  0.005	 -0.085	  1.910	  0.495	  0.290	  0.190	  0.030	-79.960
       0:00.030	 -0.110	 -0.055	  0.055	  0.080	  0.000	 -0.080	  1.875	  0.475	  0.275	  0.180	  0.020	-79.960
       0:00.032	 -0.115	 -0.050	  0.065	  0.080	  0.010	 -0.090	  1.850	  0.455	  0.275	  0.180	  0.020	-79.960
       0:00.034	 -0.140	 -0.035	  0.105	  0.085	  0.035	 -0.120	  1.840	  0.450	  0.275	  0.190	  0.030	-79.960
       0:00.036	 -0.170	 -0.030	  0.140	  0.100	  0.055	 -0.155	  1.840	  0.440	  0.280	  0.195	  0.040	-79.960
       0:00.038	 -0.175	 -0.015	  0.160	  0.095	  0.075	 -0.165	  1.835	  0.430	  0.270	  0.195	  0.050	-79.960
       0:00.040	 -0.160	 -0.015	  0.145	  0.085	  0.065	 -0.150	  1.815	  0.400	  0.260	  0.190	  0.050	-79.960
       0:00.042	 -0.140	  0.000	  0.140	  0.070	  0.070	 -0.140	  1.780	  0.360	  0.250	  0.180	  0.035	-79.960
       0:00.044	 -0.135	  0.010	  0.145	  0.060	  0.080	 -0.140	  1.750	  0.330	  0.240	  0.175	  0.035	-79.960
       0:00.046	 -0.135	  0.020	  0.155	  0.055	  0.090	 -0.145	  1.715	  0.295	  0.220	  0.160	  0.020	-79.960
       0:00.048	 -0.140	  0.020	  0.160	  0.060	  0.090	 -0.150	  1.695	  0.260	  0.210	  0.150	  0.020	-79.960
       0:00.050	 -0.150	  0.020	  0.170	  0.065	  0.095	 -0.160	  1.670	  0.230	  0.200	  0.150	  0.015	-79.960
       0:00.052	 -0.150	  0.020	  0.170	  0.065	  0.095	 -0.160	  1.655	  0.200	  0.200	  0.150	  0.020	-79.960
       0:00.054	 -0.135	  0.030	  0.165	  0.050	  0.100	 -0.150	  1.630	  0.175	  0.195	  0.150	  0.020	-79.960
       0:00.056	 -0.100	  0.040	  0.140	  0.030	  0.090	 -0.120	  1.600	  0.140	  0.175	  0.135	  0.015	-79.960
       0:00.058	 -0.080	  0.055	  0.135	  0.010	  0.095	 -0.110	  1.570	  0.110	  0.155	  0.120	  0.010	-79.960
       0:00.060	 -0.090	  0.055	  0.145	  0.015	  0.100	 -0.120	  1.540	  0.090	  0.140	  0.110	  0.010	-79.960
       0:00.062	 -0.110	  0.050	  0.160	  0.030	  0.105	 -0.135	  1.520	  0.070	  0.140	  0.110	  0.015	-79.960
       0:00.064	 -0.110	  0.040	  0.150	  0.035	  0.095	 -0.130	  1.500	  0.050	  0.135	  0.110	  0.020	-79.960
       0:00.066	 -0.095	  0.040	  0.135	  0.025	  0.090	 -0.115	  1.480	  0.020	  0.120	  0.100	  0.020	-79.960
       0:00.068	 -0.095	  0.050	  0.145	  0.020	  0.100	 -0.120	  1.460	  0.000	  0.110	  0.090	  0.015	-79.960
       0:00.070	 -0.100	  0.055	  0.155	  0.020	  0.105	 -0.130	  1.450	 -0.020	  0.095	  0.080	  0.010	-79.960
       0:00.072	 -0.100	  0.055	  0.155	  0.020	  0.105	 -0.130	  1.435	 -0.040	  0.080	  0.070	 -0.010	-79.960
       0:00.074	 -0.090	  0.050	  0.140	  0.020	  0.095	 -0.115	  1.420	 -0.060	  0.070	  0.055	 -0.015	-79.960
       0:00.076	 -0.075	  0.035	  0.110	  0.020	  0.075	 -0.095	  1.400	 -0.075	  0.060	  0.035	 -0.030	-79.960
