   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
   hh:mm:ss.mmm	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
       0:00.000	  0.020	 -0.120	 -0.140	  0.050	 -0.130	  0.080	  0.100	  0.100	  0.000	  0.020	  0.060	  0.040
       0:00.002	  0.040	 -0.130	 -0.170	  0.045	 -0.150	  0.105	  0.100	  0.090	  0.015	  0.030	  0.060	  0.030
       0:00.004	  0.050	 -0.115	 -0.165	  0.030	 -0.140	  0.110	  0.110	  0.075	  0.015	  0.030	  0.055	  0.020
       0:00.006	  0.050	 -0.100	 -0.150	  0.025	 -0.125	  0.100	  0.100	  0.075	  0.010	  0.010	  0.050	  0.020
       0:00.008	  0.050	 -0.095	 -0.145	  0.020	 -0.120	  0.100	  0.095	  0.070	 -0.010	  0.010	  0.040	  0.020
       0:00.010	  0.050	 -0.100	 -0.150	  0.025	 -0.125	  0.100	  0.080	  0.070	 -0.010	 -0.010	  0.040	  0.020
       0:00.012	  0.050	 -0.110	 -0.160	  0.030	 -0.135	  0.105	  0.090	  0.070	 -0.010	  0.000	  0.050	  0.015
       0:00.014	  0.050	 -0.115	 -0.165	  0.030	 -0.140	  0.110	  0.095	  0.075	  0.000	  0.010	  0.055	  0.015
       0:00.016	  0.055	 -0.120	 -0.175	  0.030	 -0.150	  0.115	  0.100	  0.080	  0.000	  0.020	  0.060	  0.015
       0:00.018	  0.055	 -0.120	 -0.175	  0.030	 -0.150	  0.115	  0.100	  0.080	  0.010	  0.030	  0.060	  0.030
       0:00.020	  0.060	 -0.120	 -0.180	  0.030	 -0.150	  0.120	  0.100	  0.080	  0.015	  0.020	  0.060	  0.035
       0:00.022	  0.060	 -0.115	 -0.175	  0.025	 -0.145	  0.120	  0.095	  0.075	  0.015	  0.020	  0.060	  0.035
       0:00.024	  0.060	 -0.110	 -0.170	  0.025	 -0.140	  0.115	  0.090	  0.070	  0.015	  0.015	  0.055	  0.035
