   Elapsed time	      I	     II	    III	    aVR	    aVF	    aVL	     V1	     V2	     V3	     V4	     V5	     V6
      (seconds)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
          0.000	  0.180	  0.160	 -0.020	 -0.170	  0.070	  0.100	  0.100	  0.100	  0.120	  0.100	  0.100	  0.080
          0.002	  0.180	  0.170	 -0.010	 -0.175	  0.080	  0.095	  0.100	  0.100	  0.120	  0.100	  0.095	  0.080
          0.004	  0.175	  0.170	 -0.005	 -0.170	  0.080	  0.090	  0.110	  0.110	  0.120	  0.100	  0.095	  0.080
          0.006	  0.170	  0.170	  0.000	 -0.170	  0.085	  0.085	  0.115	  0.115	  0.120	  0.100	  0.095	  0.080
          0.008	  0.170	  0.170	  0.000	 -0.170	  0.085	  0.085	  0.115	  0.120	  0.120	  0.100	  0.100	  0.080
          0.010	  0.170	  0.175	  0.005	 -0.170	  0.090	  0.080	  0.110	  0.120	  0.120	  0.110	  0.100	  0.080
          0.012	  0.170	  0.180	  0.010	 -0.175	  0.095	  0.080	  0.100	  0.120	  0.120	  0.110	  0.100	  0.080
          0.014	  0.170	  0.180	  0.010	 -0.175	  0.095	  0.080	  0.110	  0.120	  0.120	  0.115	  0.100	  0.080
          0.016	  0.170	  0.175	  0.005	 -0.170	  0.090	  0.080	  0.115	  0.120	  0.120	  0.115	  0.100	  0.080
          0.018	  0.170	  0.170	  0.000	 -0.170	  0.085	  0.085	  0.120	  0.120	  0.115	  0.120	  0.100	  0.080
          0.020	  0.160	  0.160	  0.000	 -0.160	  0.080	  0.080	  0.115	  0.120	  0.115	  0.120	  0.100	  0.080
          0.022	  0.160	  0.160	  0.000	 -0.160	  0.080	  0.080	  0.110	  0.120	  0.115	  0.115	  0.100	  0.080
          0.024	  0.160	  0.160	  0.000	 -0.160	  0.080	  0.080	  0.100	  0.120	  0.130	  0.115	  0.100	  0.080
          0.026	  0.160	  0.160	  0.000	 -0.160	  0.080	  0.080	  0.100	  0.120	  0.135	  0.115	  0.100	  0.090
          0.028	  0.160	  0.170	  0.010	 -0.165	  0.090	  0.075	  0.110	  0.120	  0.140	  0.120	  0.100	  0.090
          0.030	  0.160	  0.170	  0.010	 -0.165	  0.090	  0.075	  0.115	  0.120	  0.140	  0.120	  0.110	  0.090
          0.032	  0.160	  0.175	  0.015	 -0.165	  0.095	  0.070	  0.120	  0.120	  0.140	  0.120	  0.110	  0.080
          0.034	  0.160	  0.170	  0.010	 -0.165	  0.090	  0.075	  0.120	  0.120	  0.140	  0.120	  0.110	  0.080
          0.036	  0.160	  0.170	  0.010	 -0.165	  0.090	  0.075	  0.120	  0.130	  0.135	  0.115	  0.100	  0.080
          0.038	  0.160	  0.160	  0.000	 -0.160	  0.080	  0.080	  0.120	  0.135	  0.130	  0.110	  0.100	  0.080
          0.040	  0.160	  0.160	  0.000	 -0.160	  0.080	  0.080	  0.120	  0.135	  0.120	  0.100	  0.100	  0.080
          0.042	  0.160	  0.160	  0.000	 -0.160	  0.080	  0.080	  0.120	  0.130	  0.120	  0.110	  0.100	  0.080
          0.044	  0.160	  0.170	  0.010	 -0.165	  0.090	  0.075	  0.120	  0.120	  0.120	  0.115	  0.100	  0.075
          0.046	  0.160	  0.170	  0.010	 -0.165	  0.090	  0.075	  0.120	  0.130	  0.130	  0.120	  0.100	  0.075
          0.048	  0.160	  0.175	  0.015	 -0.165	  0.095	  0.070	  0.120	  0.130	  0.130	  0.115	  0.100	  0.075
          0.050	  0.155	  0.170	  0.015	 -0.160	  0.090	  0.070	  0.120	  0.130	  0.135	  0.110	  0.100	  0.080
          0.052	  0.150	  0.170	  0.020	 -0.160	  0.095	  0.065	  0.120	  0.120	  0.130	  0.100	  0.100	  0.080
          0.054	  0.150	  0.160	  0.010	 -0.155	  0.085	  0.070	  0.115	  0.120	  0.130	  0.100	  0.100	  0.080
          0.056	  0.155	  0.160	  0.005	 -0.155	  0.080	  0.075	  0.115	  0.120	  0.120	  0.100	  0.100	  0.075
          0.058	  0.160	  0.160	  0.000	 -0.160	  0.080	  0.080	  0.115	  0.120	  0.120	  0.095	  0.100	  0.075
          0.060	  0.155	  0.160	  0.005	 -0.155	  0.080	  0.075	  0.120	  0.120	  0.120	  0.090	  0.100	  0.075
          0.062	  0.150	  0.160	  0.010	 -0.155	  0.085	  0.070	  0.120	  0.120	  0.120	  0.090	  0.100	  0.080
          0.064	  0.140	  0.160	  0.020	 -0.150	  0.090	  0.060	  0.120	  0.120	  0.120	  0.095	  0.100	  0.080
          0.066	  0.140	  0.155	  0.015	 -0.145	  0.085	  0.060	  0.120	  0.120	  0.120	  0.100	  0.100	  0.075
          0.068	  0.140	  0.150	  0.010	 -0.145	  0.080	  0.065	  0.120	  0.120	  0.120	  0.100	  0.100	  0.070
          0.070	  0.140	  0.140	  0.000	 -0.140	  0.070	  0.070	  0.115	  0.120	  0.115	  0.100	  0.100	  0.060
          0.072	  0.135	  0.140	  0.005	 -0.135	  0.070	  0.065	  0.110	  0.120	  0.115	  0.100	  0.100	  0.060
          0.074	  0.130	  0.140	  0.010	 -0.135	  0.075	  0.060	  0.110	  0.120	  0.115	  0.095	  0.095	  0.070
          0.076	  0.120	  0.140	  0.020	 -0.130	  0.080	  0.050	  0.110	  0.120	  0.120	  0.095	  0.095	  0.070
          0.078	  0.130	  0.140	  0.010	 -0.135	  0.075	  0.060	  0.110	  0.115	  0.120	  0.090	  0.095	  0.070
          0.080	  0.135	  0.140	  0.005	 -0.135	  0.070	  0.065	  0.100	  0.110	  0.120	  0.090	  0.100	  0.070
          0.082	  0.135	  0.140	  0.005	 -0.135	  0.070	  0.065	  0.100	  0.100	  0.115	  0.080	  0.095	  0.070
          0.084	  0.130	  0.135	  0.005	 -0.130	  0.070	  0.060	  0.100	  0.095	  0.110	  0.080	  0.090	  0.070
          0.086	  0.115	  0.130	  0.015	 -0.120	  0.070	  0.050	  0.100	  0.095	  0.100	  0.080	  0.080	  0.055
          0.088	  0.115	  0.120	  0.005	 -0.115	  0.060	  0.055	  0.100	  0.090	  0.100	  0.080	  0.080	  0.050
          0.090	  0.115	  0.120	  0.005	 -0.115	  0.060	  0.055	  0.100	  0.090	  0.100	  0.080	  0.080	  0.050
          0.092	  0.120	  0.120	  0.000	 -0.120	  0.060	  0.060	  0.100	  0.080	  0.100	  0.075	  0.080	  0.055
          0.094	  0.120	  0.120	  0.000	 -0.120	  0.060	  0.060	  0.100	  0.090	  0.100	  0.075	  0.080	  0.060
          0.096	  0.120	  0.120	  0.000	 -0.120	  0.060	  0.060	  0.100	  0.095	  0.100	  0.070	  0.080	  0.060
          0.098	  0.120	  0.120	  0.000	 -0.120	  0.060	  0.060	  0.095	  0.095	  0.100	  0.070	  0.075	  0.055
          0.100	  0.120	  0.120	  0.000	 -0.120	  0.060	  0.060	  0.090	  0.095	  0.100	  0.060	  0.075	  0.050
          0.102	  0.120	  0.115	 -0.005	 -0.115	  0.055	  0.060	  0.080	  0.095	  0.100	  0.070	  0.075	  0.050
          0.104	  0.120	  0.110	 -0.010	 -0.115	  0.050	  0.065	  0.080	  0.095	  0.100	  0.070	  0.080	  0.050
          0.106	  0.120	  0.100	 -0.020	 -0.110	  0.040	  0.070	  0.090	  0.090	  0.100	  0.070	  0.080	  0.055
          0.108	  0.115	  0.100	 -0.015	 -0.105	  0.040	  0.065	  0.090	  0.080	  0.100	  0.060	  0.075	  0.055
          0.110	  0.110	  0.100	 -0.010	 -0.105	  0.045	  0.060	  0.090	  0.080	  0.100	  0.060	  0.070	  0.060
          0.112	  0.100	  0.100	  0.000	 -0.100	  0.050	  0.050	  0.080	  0.080	  0.100	  0.060	  0.060	  0.060
          0.114	  0.100	  0.100	  0.000	 -0.100	  0.050	  0.050	  0.080	  0.080	  0.100	  0.060	  0.060	  0.055
          0.116	  0.100	  0.100	  0.000	 -0.100	  0.050	  0.050	  0.080	  0.075	  0.100	  0.060	  0.060	  0.055
          0.118	  0.095	  0.095	  0.000	 -0.095	  0.045	  0.045	  0.080	  0.075	  0.100	  0.060	  0.060	  0.055
          0.120	  0.095	  0.095	  0.000	 -0.095	  0.045	  0.045	  0.080	  0.075	  0.095	  0.055	  0.060	  0.055
          0.122	  0.095	  0.095	  0.000	 -0.095	  0.045	  0.045	  0.080	  0.080	  0.090	  0.050	  0.060	  0.050
          0.124	  0.095	  0.095	  0.000	 -0.095	  0.045	  0.045	  0.075	  0.080	  0.080	  0.040	  0.060	  0.040
          0.126	  0.090	  0.090	  0.000	 -0.090	  0.045	  0.045	  0.075	  0.080	  0.090	  0.040	  0.060	  0.040
          0.128	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	  0.070	  0.075	  0.090	  0.050	  0.060	  0.040
          0.130	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	  0.070	  0.070	  0.095	  0.055	  0.060	  0.050
          0.132	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	  0.070	  0.060	  0.095	  0.060	  0.060	  0.050
          0.134	  0.080	  0.090	  0.010	 -0.085	  0.050	  0.035	  0.070	  0.060	  0.095	  0.055	  0.060	  0.050
          0.136	  0.080	  0.090	  0.010	 -0.085	  0.050	  0.035	  0.075	  0.060	  0.090	  0.050	  0.060	  0.040
          0.138	  0.080	  0.080	  0.000	 -0.080	  0.040	  0.040	  0.070	  0.060	  0.080	  0.040	  0.060	  0.040
          0.140	  0.075	  0.070	 -0.005	 -0.070	  0.030	  0.040	  0.070	  0.060	  0.080	  0.040	  0.060	  0.040
          0.142	  0.070	  0.060	 -0.010	 -0.065	  0.025	  0.040	  0.070	  0.060	  0.080	  0.040	  0.060	  0.040
          0.144	  0.070	  0.070	  0.000	 -0.070	  0.035	  0.035	  0.070	  0.060	  0.080	  0.040	  0.060	  0.040
          0.146	  0.075	  0.070	 -0.005	 -0.070	  0.030	  0.040	  0.070	  0.060	  0.080	  0.040	  0.060	  0.040
          0.148	  0.075	  0.070	 -0.005	 -0.070	  0.030	  0.040	  0.060	  0.060	  0.080	  0.040	  0.060	  0.040
          0.150	  0.075	  0.060	 -0.015	 -0.065	  0.020	  0.045	  0.060	  0.060	  0.080	  0.040	  0.060	  0.040
          0.152	  0.070	  0.060	 -0.010	 -0.065	  0.025	  0.040	  0.060	  0.060	  0.080	  0.040	  0.055	  0.040
          0.154	  0.070	  0.055	 -0.015	 -0.060	  0.020	  0.040	  0.060	  0.060	  0.090	  0.040	  0.055	  0.040
          0.156	  0.060	  0.050	 -0.010	 -0.055	  0.020	  0.035	  0.060	  0.060	  0.090	  0.040	  0.055	  0.040
          0.158	  0.055	  0.040	 -0.015	 -0.045	  0.010	  0.035	  0.060	  0.060	  0.090	  0.035	  0.055	  0.040
          0.160	  0.055	  0.040	 -0.015	 -0.045	  0.010	  0.035	  0.060	  0.055	  0.080	  0.030	  0.050	  0.040
          0.162	  0.050	  0.050	  0.000	 -0.050	  0.025	  0.025	  0.060	  0.055	  0.080	  0.030	  0.040	  0.040
          0.164	  0.050	  0.055	  0.005	 -0.050	  0.030	  0.020	  0.060	  0.055	  0.080	  0.035	  0.050	  0.040
          0.166	  0.040	  0.055	  0.015	 -0.045	  0.035	  0.010	  0.060	  0.055	  0.080	  0.040	  0.050	  0.040
          0.168	  0.040	  0.050	  0.010	 -0.045	  0.030	  0.015	  0.060	  0.050	  0.080	  0.035	  0.055	  0.040
          0.170	  0.040	  0.035	 -0.005	 -0.035	  0.015	  0.020	  0.060	  0.050	  0.080	  0.035	  0.050	  0.040
          0.172	  0.040	  0.030	 -0.010	 -0.035	  0.010	  0.025	  0.060	  0.055	  0.080	  0.035	  0.050	  0.040
          0.174	  0.040	  0.020	 -0.020	 -0.030	  0.000	  0.030	  0.060	  0.060	  0.080	  0.040	  0.040	  0.040
          0.176	  0.040	  0.020	 -0.020	 -0.030	  0.000	  0.030	  0.060	  0.055	  0.075	  0.040	  0.040	  0.040
          0.178	  0.040	  0.020	 -0.020	 -0.030	  0.000	  0.030	  0.060	  0.050	  0.070	  0.040	  0.040	  0.040
          0.180	  0.040	  0.020	 -0.020	 -0.030	  0.000	  0.030	  0.060	  0.040	  0.060	  0.040	  0.040	  0.035
          0.182	  0.035	  0.020	 -0.015	 -0.025	  0.000	  0.025	  0.055	  0.040	  0.060	  0.040	  0.040	  0.030
          0.184	  0.035	  0.020	 -0.015	 -0.025	  0.000	  0.025	  0.050	  0.040	  0.060	  0.040	  0.040	  0.030
          0.186	  0.035	  0.020	 -0.015	 -0.025	  0.000	  0.025	  0.040	  0.040	  0.060	  0.040	  0.040	  0.030
          0.188	  0.035	  0.020	 -0.015	 -0.025	  0.000	  0.025	  0.050	  0.040	  0.070	  0.040	  0.040	  0.030
          0.190	  0.030	  0.020	 -0.010	 -0.025	  0.005	  0.020	  0.050	  0.040	  0.070	  0.040	  0.040	  0.030
          0.192	  0.020	  0.020	  0.000	 -0.020	  0.010	  0.010	  0.055	  0.040	  0.070	  0.040	  0.040	  0.035
          0.194	  0.020	  0.020	  0.000	 -0.020	  0.010	  0.010	  0.050	  0.040	  0.060	  0.035	  0.040	  0.035
          0.196	  0.020	  0.015	 -0.005	 -0.015	  0.005	  0.010	  0.050	  0.040	  0.060	  0.030	  0.040	  0.030
          0.198	  0.020	  0.015	 -0.005	 -0.015	  0.005	  0.010	  0.040	  0.035	  0.060	  0.030	  0.040	  0.020
          0.200	  0.020	  0.015	 -0.005	 -0.015	  0.005	  0.010	  0.040	  0.035	  0.060	  0.030	  0.040	  0.020
          0.202	  0.015	  0.015	  0.000	 -0.015	  0.005	  0.005	  0.040	  0.035	  0.060	  0.030	  0.040	  0.030
